5.876076591060939158e-01,-9.942164013572493131e-01,-5.081885268040323700e-01,-8.367441787788217900e-01,-1.321609875462728956e-01,-1.193709329924677265e+00,-6.785268171925416814e-02,-8.903167291951772366e-01,3.466444986600173417e-01,2.161599048576346771e+00,1.746467570735694474e+00,-2.543763470108957869e-01,-2.429091021685971796e-01,-2.386598951701942584e-01,-6.159419227228737359e-01,-7.115522294671069448e-01,-3.680971074843954471e-01,6.283097329084856852e-01,-1.112965352111937367e+00,-6.936091930198821087e-01,-3.874403646898746945e-01,-1.690191270207905619e-02,1.369490346671658199e-01,1.624675129038867169e-02,-2.187433580193608174e-01,-1.707261816651642228e+00,2.859815042657193884e-01,-1.080024176761510635e+00,-1.088387811800403782e+00,-7.301340851902027307e-01,3.355784914472705327e-01,8.062380216624598361e-01,7.112766621516229959e-01,-2.821006755906068086e-01,1.447548352421541284e-01,8.360615618663271853e-01,-7.031433385338409225e-01,1.681821482995855543e+00,-6.388816194292159523e-01,-2.897755089918493399e-01,4.930530403116968330e-01,3.493954812141681354e-01
-1.542697362721689169e-01,-9.346498988224325455e-01,-9.317996339354283064e-01,-8.363696088492673930e-02,-1.035312183416459003e-01,2.572598899812660100e+00,-7.522483826671552687e-02,-1.261383899459241231e+00,1.245897956976759868e+00,1.273312940241751345e+00,-1.044287077149334664e+00,3.117040726773368853e+00,-2.817050513968116565e+00,-9.937856013405630407e-01,-5.532362318415540159e-01,-7.115522294671069448e-01,-7.753583758155591088e-01,1.383848517011240231e+00,1.517238364085806701e+00,3.562124811669113100e+00,-3.874403646898746945e-01,-4.537499008357472330e-01,-7.569597930114708717e-01,6.293681005315250321e-01,8.228461585234342346e-01,-2.613711356173126887e+00,-4.454151426060116298e-02,4.077052833191359693e-01,1.480406243278620915e+00,-3.731317546533546858e-02,-3.094071814845423748e-02,1.245201706305230749e+00,-1.132416408510439343e+00,-1.249043776605538933e-02,6.421457898838624223e-02,-9.957686531520966167e-01,2.491475414810011835e-01,-1.035797522405019766e+00,-7.024979849502065443e-01,-6.705816017837479270e-01,-1.643308596539611310e-01,-1.153286980651975074e-01
-6.653408308660836434e-01,-1.007188633349993534e-01,-4.779305905803613586e-01,-3.246312706109730772e-01,-7.691307193958446531e-02,-3.700495750479032009e-01,-7.225746669266065736e-02,-2.714839394667401540e-01,-7.526705681479987087e-01,-3.015997435889518075e-01,7.622813327765737279e-01,-1.301498724799407425e+00,-3.333482156018222620e-01,-1.513666511242327539e+00,-1.213351817819194212e+00,-7.115522294671069448e-01,9.225251269327028325e-01,-5.293013293593393787e-01,-4.739860568521674783e-02,-2.939683805046682252e-01,5.152974238494507225e-02,3.336447032584645145e-01,1.508969141156827065e-01,1.397379239147324981e-01,3.340248476963308955e-01,2.054448895323691682e-01,1.160327380992844049e+00,-2.340284218252395784e-02,-1.056894919744650441e+00,7.211807020629534826e-02,-3.343076039332996130e-01,-4.217424030053238959e-01,9.669133136613722312e-01,-1.574283574962454246e-01,-3.606533109636440582e-01,7.619014298819684061e-01,2.562564755154753682e-01,-1.335405621715656660e-02,-3.468720727754883160e-01,-4.951248696100062352e-01,-5.627180931488811044e-01,-3.465318136310804320e-01
1.082192589358269341e+00,-3.389848734742659242e-01,8.836765394848394850e-01,5.188488134301892929e-01,-1.348935433944076778e-01,-3.275261361285182748e-01,-6.667079641587322913e-02,2.373421146255140154e-02,3.977411437036212916e-02,-8.143307152241680003e-01,-4.860054694109093854e-01,-9.729603803374959892e-01,1.917348958677505821e-01,1.092278331975472305e+00,1.123543570664534141e-01,-1.411832674770739371e-01,-6.597665257331898625e-02,-3.558653203458635450e-01,-4.381278825423936540e-01,-3.213148653149184852e-01,-3.874403646898746945e-01,6.285311508467643637e-01,1.041586909112685255e+00,4.908826730960842988e-01,4.855236062013024712e-01,2.317217888875338500e-02,8.486567397340318841e-01,3.989349877260573440e-01,-5.306311644167756025e-01,1.712354953839241578e-02,-4.340755999176740820e-01,-8.172665490337663874e-01,-2.532379288655433602e-01,-1.825761827159750605e-01,-4.011683600401024785e-01,-5.168618262844848488e-01,-5.659162449782881854e-01,-6.403466676635074517e-01,-4.000595259159887562e-01,3.821587912587022240e-01,-4.993178675023983715e-01,-6.095816383250719506e-01
1.082192589358269341e+00,1.328877197500600627e+00,2.482598787877458024e-01,-7.764956013473101049e-01,-1.380034302637710153e-01,5.716199033699607135e-01,-7.301008642660282433e-02,8.727418169025502603e-01,-7.258009339310860231e-01,4.377322687599251028e-01,1.548093023022073522e-01,9.005898454282124099e-01,1.634914900688608508e-01,1.149545135503404314e+00,2.888497784130787394e-01,4.006792825577103478e-01,-7.753583758155591088e-01,-1.744549327531843275e-01,1.948794336287888174e-01,1.404785702550948034e+00,-3.874403646898746945e-01,1.466331292033322242e+00,8.631507076983440108e-01,2.568533283129293410e-01,-1.129000696863191600e+00,4.369854803522752462e-01,-1.918636145330388509e-01,5.750917348291285647e-01,1.043403992935582503e+00,-4.883031695906742131e-01,-1.050674536112062629e+00,1.823097348276301599e-01,-2.135470057136947264e-01,-3.197314858131511395e-01,-8.246689902779654746e-01,-4.667586313372996676e-01,-5.411646858768218715e-01,3.558734517001497788e-01,2.471020052432983061e+00,-5.843255842202694367e-02,-5.591209172256763615e-01,-1.130681740036980354e-01
1.782854573882183935e+00,1.841414173463408466e-02,-2.406154722529440376e-02,-4.752527141897521235e-01,-1.204223971094931511e-01,1.727548326421129432e-01,-6.507194084341066942e-02,-5.626621958076100105e-01,1.759213593736000947e+00,5.392490722988034779e-01,5.447730112183292173e-01,5.053154743960767137e-01,-2.292805187056416449e-01,1.445636633165494345e-01,3.036769871585731084e-01,-1.873604924592920384e-01,1.034111339512848102e-02,-7.112750819916937584e-01,-4.491272406095584979e-01,1.310073719875377130e+00,-3.874403646898746945e-01,1.808135002026912685e-01,3.984583269327269806e-01,-4.019237738204470278e-02,3.798489410425843760e-01,1.201581351191431807e-01,-8.456606876536761908e-01,5.377658175310441324e-01,4.668303934517269993e-01,-1.214252873045938097e+00,-3.155211022063774684e-01,-8.241683456255344264e-01,-1.328821208498139894e+00,-6.943719306693123261e-02,-3.669968357618826893e-01,-1.050974202919015443e+00,-5.013984251450261942e-01,-2.511289561434477680e-01,-1.403796076417809235e-01,-3.503832746552799915e-02,1.243963514280677085e+00,7.819564508062439856e-01
-1.061008775067823651e+00,-1.172915908961699172e+00,-9.317996339354283064e-01,-8.769098970664962467e-01,3.452617044316220185e-01,-1.425776458555449988e+00,-6.566479544236278332e-02,-3.885119229093821902e-01,-9.508261964079851580e-01,-2.562629510472728689e-01,-1.669874078460950872e-01,-4.022940895556363916e-01,7.991135860169581440e-01,1.173276558020045268e+00,-1.315789621389488406e+00,-7.115522294671069448e-01,5.901963846858806484e-01,-9.085127161005308594e-01,-9.424059201218984994e-01,-3.367913038800208203e-01,-3.874403646898746945e-01,9.023342013243657034e-01,-3.722821418095682011e-01,5.321739279422234015e-01,-5.873760904268352512e-01,-2.907130050671131727e-01,-2.596885408245956303e-02,-1.902639645877601815e-01,9.720630323920297355e-01,5.614907995756727166e-01,1.156777034324997011e+00,1.658777683668470670e+00,1.676975026688938941e+00,3.525330709067581725e-01,9.986252818851322210e-01,1.740314176983337235e+00,2.996382185183023017e-01,7.773368313505301108e-01,-7.702859154233933081e-01,-7.446633331459945326e-01,-6.163759673366844272e-01,-3.885943904030814688e-01
-7.312854882330400708e-01,-1.172915908961699172e+00,-1.022573442606441674e+00,3.686019397809658232e-02,-5.811130620497435145e-02,-1.244478641273675246e+00,-6.287929430054028934e-02,-7.665150942578448090e-01,1.991139503198852800e+00,4.764121478978230462e-01,-2.706682778546596335e-01,-9.313472785705987356e-01,-8.517625889404488726e-01,-5.300249648308652528e-01,-1.534582307381504584e+00,-5.791659567519950036e-01,1.785681865244977296e+00,-1.145818361062798552e+00,-1.008976187492651722e+00,6.479936718043942667e-01,-3.874403646898746945e-01,-5.482035198916754837e-01,-1.280953082567503731e+00,-3.444913450934017907e-01,-5.291777682889231560e-01,-2.658496717576039892e+00,4.867498950200246921e-01,7.137220102362246132e-01,-2.310030311445107731e+00,-5.653494080014981327e-01,1.774609239442662689e+00,-1.216299724537232563e-01,-1.207692215709811778e+00,2.237804928736271126e-01,2.124159731362684322e+00,-9.954416318589475177e-01,-4.267062354325865670e-01,5.638588892884894843e-01,-7.494280906624127825e-01,-7.485623716387442839e-01,5.065424500237144523e-01,-3.461890558730346124e-01
-1.061008775067823651e+00,3.162466544087174092e-01,7.929027308138260066e-01,-1.077738488504868197e+00,-1.264618609744715405e-01,-2.366964329275006718e-01,-6.756247966006834194e-02,2.684436469079726884e+00,-8.173429493214426911e-01,3.795601485770020433e-01,-3.282492851206167406e-01,5.971244581383569061e-01,-1.545144608166756396e-02,5.017848646771428944e-01,-1.642238242571581819e-03,8.592463320784842207e-01,-5.062489979323039346e-01,6.910028558020581135e-01,5.862261543245405049e-01,1.621837976747940058e+00,3.716161857174529182e-01,-7.308453031530689481e-01,1.116831104250937401e-01,3.979179412240773650e-01,6.915872281111398734e-02,5.112009270800614846e-01,7.520891779929833598e-01,-1.734547538133194289e-01,2.539491753527848839e-01,7.445417649728244269e-01,-4.731504544696710779e-01,-2.543207991383623079e-01,1.811826111069879897e+00,-1.276633190236941828e-01,-5.151586151757873155e-01,1.866531201522430239e+00,1.056522141463343313e-02,-8.136491547923744294e-01,-1.362080426895849183e-01,1.989039820994609464e-01,-6.616404310370102015e-01,1.061369564960706058e-01
-4.015622013982564353e-01,-3.985513760090826918e-01,-2.963829732383346238e-01,-5.355012916212638086e-01,-5.041211926705811697e-02,-9.242178942616319226e-01,-7.164204802747159428e-02,-2.364688329045949999e-01,-9.344636767515415166e-01,-8.951399824851748177e-02,9.789590501433039771e-01,-1.523208085288787705e+00,-1.373569779714157724e-01,-8.556074087460142641e-01,7.552476106308443349e-01,-7.110688668540229296e-01,-1.423553336551661164e-01,-4.041865037838545671e-01,1.803063470979873045e-02,1.567872351390028340e-01,-3.874403646898746945e-01,2.420022038172958134e-01,2.387146046958411594e-01,5.204125843512655836e-01,7.532225163649247657e-01,7.236874910014502449e-01,1.001098019620989765e+00,2.787979773565762640e-02,-4.873739278952811116e-01,1.460526350735375511e-01,5.508879080125874683e-01,-1.268201868521806053e-01,9.796612097940183839e-01,-4.902362663196618148e-02,2.000863108124989187e-01,7.197063359823613338e-01,7.806283523999603124e-01,5.791891196311255152e-01,-5.408498430526074152e-01,-5.964998704215014325e-01,-5.654159750912846061e-01,-6.818102204435910751e-01
