7.957190547524070068e-01,8.297690662364661796e-01,5.544888297274767064e-01,-1.034377188521421603e-01,-4.921359052530410727e-01,-4.852379658095214987e-01,2.940352730174569107e+00,2.511801873670862495e+00,-1.473974026831315898e-01,-6.174573598174216693e-01,-7.119272655248443105e-01,6.996835021411249578e-01,-3.950152633334563790e-01,-4.674978220298151577e-01,-7.114032447173117557e-01,7.643250592519190700e-01,5.964630530875605352e-01,-7.391172132758896396e-01,-6.789593224504955060e-01,-6.847815122894383988e-01,-3.791552460545666303e-01,-3.197629224902984735e-01,-4.757015015204117958e-01,-4.497600612440130763e-01,-5.780784355622241577e-01,-2.674123553606858605e-01,-2.094730881036499792e-01,-2.959690413259128405e-01,-2.234576125009643532e-02,-7.860602919628052743e-02,-2.458712435023512610e-01,5.092241992122280569e-01,1.262931721771177185e-01,-2.791570112312657947e-01,-3.770106025241361236e-02,8.166643388164788187e-01,-6.860378895641459085e-01,6.996835021411249578e-01
-6.001273541494167585e-01,-1.362182584567399601e+00,-1.130044736626015789e+00,-5.167340037844301293e-01,-6.793634777306155614e-01,-9.319289874642396887e-01,-1.548550201789852920e+00,-7.484898535377219053e-01,3.807757140783774585e-01,-7.761825168528417862e-01,-1.349828067695191702e+00,-3.296712511478139818e-01,5.448637003132191792e-01,-5.318646946377955098e-01,-8.169989115821332248e-01,-5.305673418629420768e-01,-7.856072699387643965e-01,-1.383417717191889107e+00,2.375014533593398369e-01,-5.517406301812907143e-01,1.167042122217283762e+00,8.597955222642540418e-01,-7.456400021659055355e-01,-7.192155779380229319e-01,-7.871546938147990780e-01,-8.390248909251838416e-01,3.473198086120013461e-01,7.686328988986184108e-01,1.534198467508234076e+00,1.975384432689071490e+00,1.457608632083138733e+00,1.688865727660698424e+00,2.364680674176561581e+00,-8.455343280389637783e-01,-9.096682769662117751e-01,2.737354504369486907e-01,-1.344005188717820820e+00,-3.296712511478139818e-01
-1.365591513869772733e+00,-3.575380779489611416e-01,-1.104028774211289976e+00,-1.108989328877807656e+00,-6.996693619846831025e-01,-7.400621829669723484e-01,-4.262657103855016505e-01,2.093735473494071631e+00,4.696282208078891851e-01,1.325621975073628667e-01,-5.700162668856737502e-01,-3.728496074629957246e-01,-6.494869938453962099e-01,-2.248586256972473774e-01,1.475685664266586317e+00,-2.088766689597987281e+00,-1.931021662941156514e+00,-2.149552634679837912e-02,-3.364909272913768068e-01,2.228611710237991428e+00,1.020778612825582687e+00,2.477426058631155836e+00,1.130854452957271716e+00,1.817452846421849122e+00,2.541803107980044052e-01,3.004527423462224345e-01,-4.680258625413954987e-01,-8.277139730925086036e-01,-1.654495139149939065e-01,-2.472921019026705358e-01,-6.863295686084527336e-01,-7.498226688079896451e-01,-8.182795680664971538e-01,8.311004049220822587e-01,-5.758069552514691880e-01,-8.481387804559692434e-01,5.781915956768288734e-01,-3.728496074629957246e-01
7.957190547524070068e-01,-6.429484491473811403e-01,-8.438691500640324028e-01,-2.182773311092863280e-02,-4.530928544187076135e-01,-5.084075029368210208e-01,-1.472605071594763892e-01,5.129103943252837361e-01,-5.546086755751507003e-01,2.542057434149145867e-01,-2.000470277851117695e-01,-1.912701059573489903e+00,-7.149594618698230652e-01,-5.772385523473150259e-02,1.231696359835795285e+00,-2.535653510438830582e-01,-8.489837052218106583e-01,3.847513068739095154e-01,-2.288521950279039097e-01,1.980095381240229713e-01,-4.667556118630350470e-02,-2.003582899224000402e-01,2.543076136470514559e-01,-8.001453635884893389e-02,1.170507168643434709e-01,-1.880660885958857775e-01,-2.931607202643968790e-01,-3.239389431733464275e-01,2.199221537456227671e-01,1.706949179212895462e-01,-5.285873691724776169e-01,-6.957467824323037009e-01,-5.560652516468987949e-01,-1.076650640863565100e-01,-4.972513501421180204e-01,-3.546200692091961426e-01,3.381035048552357147e-01,-1.912701059573489903e+00
-6.151364553204045071e-01,1.103763022586949472e+00,4.569289706722551303e-01,8.807398472889201857e-01,-5.306628790691291231e-01,-4.142072980148143735e-01,-4.848882641903142776e-01,7.329790601120153015e-01,-4.774578144331938501e-01,-7.287926732189039560e-03,2.407311892929278607e-01,-4.619591756267337757e-01,-7.532460860192693453e-01,-4.995268461904717183e-02,-3.146920884253571193e-01,1.308488046146891071e+00,1.476880884791482051e+00,9.917467352154668569e-01,-6.945375503797478478e-01,-9.108637455538406424e-01,-8.365967271921546100e-01,-1.271895490977302812e+00,-5.353502961555323125e-01,-5.452000915120869262e-01,-4.604630452297153176e-01,-4.661725571410000324e-01,-3.191173199672538985e-01,-4.376875556793590749e-01,-6.548632612004426923e-01,-5.982586896354470385e-01,-1.427844723430329865e-01,-3.855412448576103074e-02,1.543008703093279033e-01,-2.945498442316143994e-01,1.652342529467436816e-01,-6.639403593477971599e-02,-4.037622856206199984e-01,-4.619591756267337757e-01
7.957190547524070068e-01,6.699392583653508426e-01,-3.723298312971281554e-01,-1.425236675625186954e-03,-4.783944474015131565e-01,-5.322565609290024202e-01,-3.136141868442676728e-01,5.376877434993515559e-01,1.224370744601043448e+00,2.941008452616505342e-01,1.327367992104011352e+00,2.661346809183741113e-01,-2.048933476954366006e-01,-1.826671256794873063e-02,9.297932550022340870e-01,-7.611495483189953948e-01,5.484198808050333440e-01,-5.042136750056371852e-01,-7.568097470029655494e-01,4.250673953804714467e-01,-3.559243816165713059e-01,-5.520646759901792766e-01,1.422007966371282350e+00,1.747212062658804577e+00,-7.086688526183304582e-01,-5.904447625304866110e-01,-4.565294977288515410e-01,-7.555700935208712332e-01,5.550714699867227431e-01,8.694719634090265492e-01,-6.951174809824869349e-01,1.226201936872554077e+00,7.024814590542816095e-01,1.708886573967601796e+00,-4.864499544395822772e-01,-1.049037660331918337e-01,4.665091204725094198e-01,2.661346809183741113e-01
-3.074498813151635424e-01,-2.890395888613403463e-01,-3.235499017695174229e-01,-2.316819821597632112e-01,-3.126129260554404432e-01,-2.001577247330031673e-01,-4.498198202522085132e-01,-4.102058474197079474e-01,1.071890611693758100e+00,2.520407755068310718e-01,2.973983279150650416e-01,6.513731730002197962e-01,-5.191458770482212381e-01,-6.236511740841054197e-01,5.929655407867293615e-01,-1.384758593497516510e-01,-3.812153318775993172e-01,-9.896676886129570638e-01,-4.559929969929156224e-01,-1.020457934366573172e-01,-1.688701981241333763e-02,6.072019748611313661e-01,3.971440482492585855e-01,1.134158343989134649e-01,2.755204748467048326e-01,1.435164102541713615e-01,-3.776480538785452201e-01,-5.219042934501694209e-01,-5.298298023595853223e-01,-5.351802905288545187e-01,-4.944490344621231825e-01,-7.428055520122781585e-01,-5.064355619952576326e-01,1.696032739327429928e-01,-7.305108255162164055e-02,6.795619255317213447e-01,9.571676214280706585e-01,6.513731730002197962e-01
7.957190547524070068e-01,-8.370275015623067638e-01,-3.072899252603140119e-01,-5.493779980809156971e-01,5.607006486165924120e-01,7.009248117808809520e-01,-9.133154172456553477e-01,-1.151747533880010943e+00,-1.856223066782933528e-01,7.158223643977180695e-01,-1.211844116786815029e+00,9.410434490179533373e-01,1.137072475600203969e+00,9.778960883551234273e-01,-3.276527598341199554e-01,4.392249228138310757e-01,1.302154972780436293e-01,8.832371143903701427e-02,5.725484015459139098e-01,-4.142772010328052423e-01,1.246379045988258577e-01,1.386772123112151034e-01,-8.400312607922219010e-01,-7.621934063866024900e-01,-8.501103770614522048e-01,-7.188310621253918287e-01,8.512208464991439794e-01,1.714551319140639629e+00,9.847947930077902701e-01,1.137835180637110533e+00,1.070420590925439175e+00,1.241464286139535300e+00,7.282297812847073892e-01,-8.348777513464147315e-01,-7.181889895121682521e-01,-4.681501963702682234e-01,-1.521151676823656596e-01,9.410434490179533373e-01
7.732054029959262165e-01,-1.796006348788997897e+00,-1.541569960277132223e+00,-1.106869588988425690e+00,-5.487458172333564699e-01,-6.401720918915290159e-01,6.282987933436765537e-01,3.613130058165034963e-01,-6.610440409297293485e-01,3.677936630293648368e-01,-1.249017725362201237e+00,-1.264189110384259296e+00,-2.045221044956851308e+00,-2.089300154404816201e+00,-1.094450683248817668e-01,-1.314744591958981745e+00,-1.519537732077876457e+00,-9.329608622923680761e-01,2.992087133319861092e+00,4.100280147683246224e-01,1.439760646491250906e+00,1.586663898337059564e+00,-7.346926495779998456e-01,-7.297068385331889617e-01,-7.429254486887690856e-01,-7.541745555116807775e-01,1.951589780048952116e+00,3.567029827071952930e+00,2.481680739578938866e+00,2.832690833948493747e+00,8.551881670046332928e-01,1.597207610762773733e+00,1.655944128119604564e+00,-8.952650192708592192e-01,-9.621577040165508743e-01,8.181712083759433707e-01,2.201473405044542253e-01,-1.264189110384259296e+00
7.957190547524070068e-01,-2.547903443175298932e-01,-3.087032460385270849e-02,-9.987628546299350818e-01,2.388796378203701387e+00,2.137404709315635198e+00,8.269453930160720889e-02,-7.120776840978232380e-01,1.413798364315171363e-01,-3.097125526905150084e-01,2.088706862703243461e-01,8.354006304942780403e-01,2.342215767619951095e+00,1.410081960980380522e+00,-7.105634955775125272e-01,1.147746416555971566e-01,7.132393469628678373e-01,-5.135946145305293475e-01,-3.806083552240727697e-01,-1.928066358482809564e-02,-3.349335471487914773e-01,-5.230873833008770069e-01,-3.510911336193908161e-01,-3.523785573724455000e-01,-5.117803851588207387e-01,-5.085330611899347986e-01,-1.189620286005430017e-01,-1.773144594632681814e-01,-1.638152173377549134e-02,5.456620767542211259e-02,-2.113335904578091673e-01,2.494689312399798742e-01,1.272930992611651935e-01,-3.916430985415054189e-01,-2.606025897501976218e-01,-7.815336314858639666e-01,-2.782897657074439590e-01,8.354006304942780403e-01
