-1.992493542300997511e+00,-2.824123825312173652e-01,-1.114521833455563771e+00,-8.810592046857643744e-01,1.149580665043876015e+00,-1.206266550858572595e+00,-1.268344622927474852e+00,-2.838131849293163089e+00,-1.634562572722073392e+00,-1.431840682525994390e+00
-1.121170742211132110e+00,-2.660115749670836083e-01,-8.585332449774626395e-01,-7.842891856880390700e-01,-3.162906654482643409e-01,-2.602964565113926598e-01,1.064895057345325968e+00,1.051245020999890117e-01,1.327894652384196128e-01,-4.926512423282267683e-01
4.864560198445898043e-01,-1.660216321889315949e-01,6.744878213193002958e-01,8.767702392666631983e-02,-5.076911101687386907e-01,-1.643215851019551310e-01,4.248030520544270328e-01,3.891659794425428309e-01,7.013111166253512829e-01,-9.089354994368121776e-01
1.012189642920570787e+00,-1.133771470626393635e-01,-1.057812716232530426e-01,-1.558415178297523906e-01,-3.162906654482643409e-01,-6.853462348910114299e-01,6.041794440095084040e-01,1.044615932331709018e+00,1.430086853834277305e-01,1.412262107324493865e+00
-1.426082161789324454e+00,-2.321063500926363043e-01,1.412952059502639024e+00,1.137183563308726691e-01,1.011833557665488881e+00,-5.432965882698262972e-01,-6.062688896058074928e-01,5.103305564907474334e-01,1.545294400070326590e+00,9.404733761324805819e-02
-8.631631819557575858e-01,2.011039957504886719e-02,-3.406028450333974944e-01,-1.838050976724908778e-03,1.263246337952013576e+00,-4.600972382336370736e-01,-3.781826052472401223e-01,2.872377470415018452e-01,8.865071657274390393e-01,-2.332969212789537394e-02
3.172375919790004217e-01,-3.476359637995526247e-02,-7.472741220265153306e-01,-4.033511477736843598e-01,-5.813950550053534894e-01,3.211020977628990525e-01,-7.989634210819384075e-01,-1.500540452272734471e-01,-1.112239109525620773e+00,-1.385622162836670945e+00
-1.202033442929562046e+00,-2.678972403558261065e-02,-6.590341279619709169e-01,-3.288312281874379850e-01,-6.696044634749550584e-01,1.795851453142369991e-01,-8.923224800789969491e-01,-1.698744007387828159e+00,-1.475612294009061909e+00,-1.580393296613417320e+00
-1.470681279054218971e+00,-5.251926485422882956e-02,1.338028801771816712e-01,1.584845831388633219e-01,-3.232949190108392323e-01,5.379321371634291360e-01,-4.764072228665189868e-01,1.085638088433146659e-01,1.130667463222079921e-01,6.947960094553812249e-01
8.233265517610380835e-01,-2.016953679310078129e-01,1.531177814266921622e-01,-2.697416001451111711e-01,-7.479668276869714250e-01,3.056956735691765403e-01,-9.281426967803836359e-01,3.648971642851335795e-01,4.750024239221468658e-01,-1.946845968197996324e-01
7.004933552140655273e-01,-3.420467074332722568e-01,2.747400065693132998e+00,-1.737135184925775733e-01,-2.491371724513841146e-02,-3.587392703842335884e-01,7.138658528028508643e-01,1.422982562200374002e+00,4.724852163029671925e-01,1.882522265682408658e-01
8.159866910549228303e-01,-2.265419442955318718e-01,7.329965146140485048e-03,-3.993139391566051244e-01,1.045006615183986076e+00,-2.496683970915662687e-01,4.034524800829309421e-01,1.506333786952347653e+00,2.721246290687193148e-01,-4.004531015279374356e-02
7.448177323327659360e-01,-2.509284404875111729e-01,-4.807020260144358459e-01,-6.340896516561701501e-01,7.546168987819278084e-02,4.730654065140293268e-02,1.385735225721448138e+00,1.423469166939304031e+00,1.177748217594499908e-01,1.151833026397638182e+00
1.380119231095753518e+00,-2.881614236402006424e-01,-3.824076997926119659e-01,-6.778432342497775487e-01,-8.031342623867055996e-01,5.183722238171900587e-01,7.542898286681471998e-01,-3.009822480317288565e-02,-5.120459258637697353e-01,1.259037427592431868e+00
-2.141721338789589701e+00,1.980326849792659882e-01,-1.251975137553107631e+00,-5.984024653524488979e-01,-8.328543656881804980e-01,1.489802300506157584e+00,-3.522558352669291626e-01,-3.720913863973263069e-01,-2.512168333413360433e+00,-1.735296722981866449e-02
6.153929001801099474e-01,3.928375801003147760e-02,9.345325770388925035e-02,3.941024947870243600e-01,-1.529047252142178515e+00,1.946645720608900232e-01,-8.849056822646432785e-01,-8.847866152064819412e-01,-1.176712902567743191e+00,5.251273936615145077e-01
-1.000164413347599535e-01,1.372589321918720462e-01,-2.481294479552617616e-01,3.408186935738283241e-01,9.872526318014580582e-01,-2.015079486789115304e-01,2.447432760029916443e-01,3.921671809534185149e-01,3.356809612797891362e-01,-1.497939203623758209e+00
9.294886724488027330e-02,-3.006643846691211541e-01,1.548024074405037753e+00,-1.937538477570261153e-01,1.271981698796641191e-01,-7.547291019155680791e-01,-3.915870859435405804e-01,1.466630822544495449e-01,6.356108730052775768e-02,2.046728796692527830e+00
-2.284557766079538865e+00,-2.579352991524238026e-01,-7.886820952532055395e-01,-7.503786385406416848e-01,2.315620360633271757e-01,-4.359005399294111904e-01,1.223422382002535280e-01,-2.093622449325584611e+00,1.838015091258855538e-01,-2.695179238270732469e+00
-2.216516179877678905e+00,-9.027444549176022459e-02,1.579774597006972758e+00,9.248176303349046057e-01,-7.587773532254775688e-01,4.422397437172676942e-05,-2.183099724581881451e-01,-4.740880546791009439e-03,9.964574816761979648e-01,1.397659369655118444e-01
-4.788512028576170088e-01,1.619173171894041155e-02,-4.664142908435650603e-01,-1.083475015571424838e-01,1.199386702394149129e+00,-2.149805968656769983e-01,1.208721651199802516e-01,2.468632497211701443e-02,-1.157216263566941128e-01,-1.325882175848512423e+00
