-4.123918508886206813e-01,8.454770646225218123e-02,-4.595254120319339219e-01,2.899802323131106974e+00,1.733074512243527376e+00,-6.033644025209635581e-02,-5.100844751297747282e-01,-6.101814996246319733e-01,-5.009615628693312450e-01,5.063032783787963648e-02,-5.513243483160363834e-01,-7.595663611609667631e-01,3.911407793479317330e-01,4.704205972179183459e-01,-7.730892865787367674e-01,7.755293364129324241e-01,5.877213276007732246e-01,-3.812207651973270606e-01,-5.905283264602868565e-01,-7.328906794773136779e-01,-2.881419954470763045e-01,-1.515954384275711997e-01,-3.896085480795322131e-01,9.741437260887200189e-01,-5.514519976972118709e-01,1.290280081945588686e-01,-3.387395478266094218e-01,-5.788273297179629545e-02,4.618033744258964179e-01
-6.380527242450771963e-01,-1.143447648866749322e+00,-8.847445827236323224e-01,-1.957497676414857724e-01,1.145850360421858838e+00,5.909154609494445820e-01,-2.137036876929014062e-01,-1.032725530600222763e+00,5.545792018432719184e-01,-5.452092133749154579e-01,-2.706094268320492491e-01,-1.097203906889463676e+00,-5.493114573629785946e-01,-5.343133146083438589e-01,-2.507191769637913126e-01,-2.800471972569138490e-01,-4.566595281080019358e-02,-7.727361566913875102e-01,2.218039503403703983e-01,-8.346126812822887708e-02,4.144274938390221652e-02,4.050367824698798414e-01,1.294320381104060003e+00,-6.912304858288027543e-01,-1.727286370135541413e-02,9.402303131920219936e-01,-9.179905921698419125e-01,-9.806280664050543994e-01,6.362259184106040799e-02
-7.967205258238355681e-01,-3.477739460302867736e-01,-9.659357159746984056e-01,2.889869090834250587e-01,1.108599780280734137e+00,5.870877300350472172e-01,3.860644654543003013e-02,-1.162257726279578018e-01,-7.246618613932834796e-01,-3.474862160816079570e-01,1.250132120968792560e+00,-7.426059239880252426e-03,-2.132885867719026329e+00,1.002690070008881884e+00,-5.601742661260148415e-01,-3.096661566016012945e-01,-5.509571064847914451e-02,-6.584329261681908241e-01,-6.213614937187238452e-01,-6.993881806351726071e-01,-5.501916463686421510e-01,-8.990128982726005580e-01,-1.011866273890512646e+00,-4.193919245807665730e-01,-3.526432758611114937e-01,-3.011599209731311566e-01,1.842914189796140745e+00,-4.279019619550522013e-01,-7.294275778504474284e-01
-1.790379932131941632e-01,-3.662779856311348947e-01,-4.633700639393689147e-01,-4.081161695911990628e-01,2.293440566275096459e-01,-4.189870526536216278e-01,4.084669587265690738e-01,-1.036641805690751783e-03,-7.836864147316277007e-01,-3.791006361916044592e-02,1.462708230701427636e+00,3.625128217245070922e-02,-1.862965246280891829e-01,2.445562862551058647e-01,-4.655823084420545044e-01,1.632019410863398967e-01,-1.747533622428237843e+00,4.684339327319215762e-01,-4.147181831964314447e-01,-3.602561581811968283e-01,-7.866232348575650027e-03,-1.539319440299429312e-02,-5.937854108859211832e-01,-2.023060642555697952e-01,-2.173533421784938635e-01,2.981689925281286527e-03,7.080018481955445420e-02,-5.712216893245652960e-01,-1.803168750503498785e-01
9.657513399668804510e-01,8.708492333969863886e-01,-2.007569950425443228e-01,-3.031107023722411364e-01,3.307802813957339549e-01,-2.688371905353116875e-01,2.161439636420395827e-01,-2.802236029475584367e-01,-6.375267865398565048e-01,5.201790030379105367e-01,-9.665187014672042831e-02,9.373037011549550934e-01,1.317971324462891447e+00,9.359447323647358541e-01,2.787695723681631321e-01,1.104842737542864217e+00,-9.581727046728221175e-01,1.278639660763649655e+00,-4.423491810520784884e-01,-3.634212840887255935e-01,-3.479869691173754220e-01,-1.761056673141214168e-01,-3.184889713228694630e-01,-1.438507542130491035e-01,-3.646711549351850379e-01,4.446834680177965543e-02,-6.913502682201634608e-02,2.166391100115616919e-01,-1.285739073025096756e-03
2.504869645959698632e-01,5.219159152095675935e-01,-3.771501304694263590e-01,-8.370311650434424100e-02,-4.656594065942914334e-02,8.791690032007092315e-01,-7.864541189907005986e-03,8.573795389164362568e-01,-2.775761641733717200e-01,3.914047667454383372e-01,6.604307065633006069e-01,-3.844327604425876732e-01,-4.006305417787607848e-01,6.696792001758534729e-01,4.880444688551149879e-02,7.479824467368921814e-01,-2.284258753483500992e-01,7.531426371793327190e-01,-5.214181586625241671e-01,-5.790157699697113802e-01,-4.544634127243868948e-01,-5.253273849307011911e-01,-8.172233805782816995e-01,-7.116095572862374263e-01,-5.395215884317333677e-01,4.579769498291356156e-01,1.850937540606073961e+00,-5.679222423635404970e-01,1.598273446803497588e-01
7.739481741914241986e-02,-1.240432854018522213e-01,-1.065359111836754746e-01,-2.509962082084821189e-01,1.357667616571217872e-01,9.811923612998788569e-01,2.536651141338966409e-01,4.273929314235347388e-01,-8.241691586651846146e-02,1.564105620666145224e-01,4.010253817800741305e-01,-6.200329032194427104e-01,-2.667403050833742628e-01,1.312862342900159192e-02,2.650307807137398663e-01,5.157864503967364289e-01,1.003638217597462079e+00,-8.075255805598403613e-01,-1.710510916636379386e-01,-1.866328021042043817e-01,-3.907007398297418499e-01,6.962995798188842400e-02,-7.703805938754645366e-01,-7.863406117179945198e-01,-3.917584247539753206e-01,-5.156731808215352375e-01,4.671836155165110527e-01,6.887102111423840101e-02,8.301815977072568575e-01
-4.405994600581779053e-01,-8.978485778009491769e-01,-2.270835082167844410e-01,9.070088030393300138e-02,-2.442010532599208084e-01,-5.690256217634965807e-01,4.082485856910316735e-01,-9.549665313287778456e-01,7.106408870397999955e-01,-5.251396021594957331e-01,-5.522223649959681069e-01,6.688025904285546663e-02,-3.352104518243702591e-01,-1.536794683177341803e+00,4.975438499311575780e-01,-8.530320255290786413e-01,4.412933476267625887e-01,-6.061217443416765382e-01,5.714616728188596229e-01,2.956954556509316379e-01,8.295145343424663587e-01,8.732833452627916104e-01,1.655096162548673311e+00,2.333878168768758199e-01,2.587778794706184216e-01,-1.732376860380558867e-02,-9.185138541791854072e-01,-8.318779992455214156e-01,-3.716613120078813837e-01
-8.457633008572700284e-01,-1.533714665902815799e+00,-7.275936948544645677e-01,1.798323369063788091e+00,-1.098148984055130617e+00,-6.045151726887626475e-01,5.362413915446634372e-01,-8.861179665880045686e-01,-1.370886707201710353e+00,-1.943684709531368071e+00,3.133023918399458485e-01,-6.705910532286251113e-01,-1.409527335520648572e+00,-4.016166356872237220e-01,4.907632258107977319e-01,-7.138532737184383192e-01,-1.744107833264067375e+00,-1.292660487621397902e-01,4.098727645645522943e-01,3.993016179065023707e-01,4.869304281536909751e-01,6.926452967992194898e-01,1.411213659896565442e+00,-7.267193273185729163e-01,-4.958066106157685282e-01,2.219636673135392257e+00,-9.690958484157220498e-01,-9.960254855565033871e-01,1.175496241956493382e+00
-1.102196111489606833e+00,-4.604803690536335425e-01,3.136443469667061557e+00,4.402502838813063257e-01,1.752966460220598544e-01,2.058218718998858221e-01,-3.738215105772670355e-01,-1.808363031059378734e-01,1.335301543472811714e+00,4.607547738033113127e-01,-6.298293586154080081e-01,-1.222357266379382468e+00,6.287688693908830007e-02,2.397196726015006774e-01,-4.847230890707301398e-01,-4.868700015677590032e-01,4.199572472253809696e-01,-9.381014191525749446e-02,-2.499174163877524169e-01,-4.279474689693267275e-01,-5.441211698227930160e-01,-7.969886469108773408e-01,-1.155644578680952300e-01,5.844385818736484994e-01,-1.445764810780111875e-01,-2.800019387823439732e-01,-4.730434635581026170e-01,-3.468592959748815208e-01,-7.689319449583681410e-01
-1.207333563848864921e+00,4.007985650949264511e-01,4.432716290563579187e-01,-8.177842239428205484e-02,5.630786825706524112e-01,-4.159230600469687733e-01,1.180047319536463024e-01,-7.287369639512309982e-01,-8.767755734143278801e-01,-1.988145835641359771e-01,-2.412615020694684753e-01,-3.485813854015683555e-01,5.896028640007761057e-01,-1.071376628531526487e+00,3.479957269453471391e-01,5.970188998338495784e-02,-7.982894570033838288e-01,5.776794293617582010e-01,-2.094016322573230282e-01,-1.645142649384579159e-01,2.527727610528928359e+00,1.365788156322805813e+00,-2.086942293810770399e-01,1.480383607591197137e+00,9.999680754392145099e-01,5.290666526403887959e-02,-1.946680745873711760e-01,-4.013001708317900929e-01,-1.099025788939552495e+00
2.318617582345765982e+00,6.093895569590308536e-01,5.937666029051780203e-01,5.480460547509196090e-01,2.646815566612056858e-01,-7.261189926170064091e-02,-2.664978129890069880e-01,-1.991723789707206815e-01,-1.178284472108064529e+00,-5.745693031023275665e-01,-1.393221919347750748e-01,9.880780720477182477e-01,8.731526490765550985e-01,6.115716071533260356e-01,2.535171964600706485e-01,6.712318255934369704e-01,6.683404747698439285e-01,7.266101400253422993e-01,-6.708723800747794508e-01,-6.965428066759388193e-01,-2.384768510444424117e-01,2.206957927058353919e-01,5.118358466144863096e-03,-7.603589273655417813e-01,-4.146206155292898043e-01,-4.006904160238466406e-01,-1.692026567993217545e-01,-7.609842973578710701e-02,1.394861668720476233e+00
