call_duration,correspondent_id,datetime,direction,interaction
,512,2014-03-06 00:15:34,in,text
,512,2014-03-06 00:16:00,out,text
,512,2014-03-06 00:27:54,out,text
,512,2014-03-06 00:28:37,in,text
,512,2014-03-06 00:28:58,out,text
0,882,2014-03-06 00:30:01,in,call
,1128,2014-03-06 00:30:22,in,text
,1128,2014-03-06 03:35:23,in,text
63,1128,2014-03-06 08:23:13,out,call
3,27869,2014-03-06 09:25:12,out,call
,512,2014-03-06 11:28:02,in,text
,1392,2014-03-06 13:24:05,out,text
,1392,2014-03-06 14:37:04,in,text
174,208,2014-03-06 15:02:27,out,call
6,208,2014-03-06 15:47:02,out,call
0,208,2014-03-06 16:09:01,out,call
,208,2014-03-06 16:09:48,in,text
,208,2014-03-06 16:17:56,out,text
,208,2014-03-06 16:18:25,in,text
,208,2014-03-06 16:25:48,in,text
60,6028,2014-03-06 17:41:03,out,call
25,6028,2014-03-06 18:04:00,in,call
500,2259,2014-03-07 09:44:02,out,call
0,27872,2014-03-07 13:03:06,out,call
124,26042,2014-03-07 13:03:30,out,call
88,26042,2014-03-07 13:19:57,in,call
,3519,2014-03-07 13:20:04,in,text
,3519,2014-03-07 13:59:38,out,text
,3519,2014-03-07 14:00:52,in,text
13,5236,2014-03-07 14:08:54,out,call
,5545,2014-03-07 14:10:27,in,text
,5545,2014-03-07 15:10:41,out,text
,5545,2014-03-07 15:41:49,in,text
,5545,2014-03-07 15:45:04,out,text
,5545,2014-03-07 15:45:30,out,text
,5545,2014-03-07 15:46:46,in,text
,5545,2014-03-07 15:47:10,out,text
,3519,2014-03-07 17:30:51,in,text
,3519,2014-03-07 18:01:48,out,text
,3519,2014-03-07 18:01:53,out,text
,3519,2014-03-07 18:03:22,in,text
,3519,2014-03-07 18:11:11,out,text
,3519,2014-03-07 18:11:38,in,text
,3519,2014-03-07 18:11:56,out,text
,3519,2014-03-07 18:12:24,in,text
,3519,2014-03-07 18:12:34,out,text
,3519,2014-03-07 18:13:13,in,text
,3519,2014-03-07 18:14:35,in,text
492,2259,2014-03-07 18:35:51,in,call
120,2259,2014-03-08 09:55:12,in,call
8,1794,2014-03-08 14:03:20,in,call
52,3519,2014-03-08 15:27:29,in,call
,2259,2014-03-08 15:29:23,in,text
,2259,2014-03-08 16:24:12,out,text
,2259,2014-03-08 16:24:14,out,text
,2259,2014-03-08 16:25:40,in,text
,2259,2014-03-08 16:27:07,out,text
,2259,2014-03-08 16:43:15,in,text
,2259,2014-03-08 17:24:25,in,text
,3892,2014-03-08 22:40:57,in,text
,3892,2014-03-08 22:46:52,out,text
,3892,2014-03-08 23:17:59,in,text
,3892,2014-03-09 19:35:35,in,text
,3892,2014-03-09 19:37:03,out,text
,3892,2014-03-09 19:37:06,out,text
,3892,2014-03-09 19:41:39,in,text
107,1713,2014-03-10 15:47:14,out,call
29,2259,2014-03-10 21:11:00,out,call
33,4583,2014-03-10 21:11:56,out,call
28,2259,2014-03-10 21:45:56,in,call
0,4583,2014-03-10 22:30:03,out,call
73,1128,2014-03-10 22:32:51,out,call
1465,2259,2014-03-10 22:34:42,out,call
,3892,2014-03-10 22:43:48,in,text
,3892,2014-03-10 23:00:22,out,text
,3892,2014-03-10 23:01:37,in,text
,3892,2014-03-10 23:08:03,out,text
,3892,2014-03-10 23:14:32,in,text
,991,2014-03-11 14:15:21,in,text
160,21916,2014-03-11 14:33:43,out,call
,1794,2014-03-11 17:43:15,out,text
,15825,2014-03-11 20:46:29,in,text
,2259,2014-03-12 16:47:27,out,text
,2259,2014-03-12 16:48:54,in,text
94,882,2014-03-12 17:43:03,in,call
3,15825,2014-03-13 16:51:13,out,call
,20335,2014-03-13 21:12:10,out,text
,20335,2014-03-13 21:13:38,in,text
,20335,2014-03-13 21:14:37,out,text
,20335,2014-03-13 21:15:29,in,text
,20335,2014-03-13 21:15:49,out,text
,20335,2014-03-13 21:16:56,in,text
,20335,2014-03-13 21:18:24,out,text
,20335,2014-03-13 21:19:52,in,text
,20335,2014-03-13 21:20:54,out,text
,20335,2014-03-13 21:21:38,in,text
,15825,2014-03-14 09:44:31,out,text
2,2259,2014-03-14 09:44:48,out,call
,15825,2014-03-14 09:45:56,out,text
140,4583,2014-03-14 11:24:59,in,call
57,1794,2014-03-14 12:21:52,in,call
,15825,2014-03-14 12:31:21,in,text
0,2259,2014-03-14 14:21:53,out,call
,2259,2014-03-14 14:24:01,in,text
3,2259,2014-03-14 15:37:23,out,call
,3892,2014-03-14 18:06:01,out,text
,3892,2014-03-14 18:08:31,in,text
,3892,2014-03-14 18:17:55,out,text
,3892,2014-03-14 18:18:57,in,text
,3892,2014-03-14 18:19:16,out,text
,3892,2014-03-14 18:19:57,in,text
,3892,2014-03-14 18:21:28,in,text
,21916,2014-03-14 18:21:53,in,text
,3892,2014-03-14 18:22:44,out,text
,21916,2014-03-14 18:23:51,out,text
,3892,2014-03-14 18:24:48,in,text
,3892,2014-03-14 18:24:58,in,text
,3892,2014-03-14 18:25:05,out,text
3,2033,2014-03-14 18:30:03,out,call
52,2033,2014-03-14 18:30:46,out,call
0,21916,2014-03-14 18:48:12,in,call
0,21916,2014-03-14 18:48:39,out,call
8,2033,2014-03-14 18:48:54,out,call
9,3892,2014-03-14 18:49:25,out,call
585,2259,2014-03-14 19:38:42,in,call
0,4583,2014-03-14 20:00:08,out,call
54,1794,2014-03-14 20:00:11,out,call
37,1794,2014-03-14 21:33:23,out,call
,4144,2014-03-14 22:44:16,in,text
,4144,2014-03-14 23:04:31,out,text
,3892,2014-03-15 09:55:13,in,text
,3892,2014-03-15 10:24:15,out,text
,3892,2014-03-15 11:05:49,out,text
,3892,2014-03-15 12:04:13,in,text
,3892,2014-03-15 12:22:31,in,text
,2259,2014-03-15 12:59:20,out,text
,2259,2014-03-15 13:00:25,in,text
,2259,2014-03-15 13:00:40,out,text
,2259,2014-03-15 13:01:10,in,text
65,4583,2014-03-15 13:15:32,out,call
,2259,2014-03-15 13:51:23,in,text
,2259,2014-03-15 14:31:34,out,text
,2259,2014-03-15 14:32:26,in,text
,15185,2014-03-15 17:04:48,in,text
,2259,2014-03-15 17:19:05,out,text
12,4583,2014-03-15 17:37:41,in,call
,2259,2014-03-15 17:39:26,in,text
,15185,2014-03-15 18:32:26,out,text
100,3892,2014-03-15 19:52:09,out,call
,3892,2014-03-15 20:35:33,out,text
,3892,2014-03-15 20:37:19,in,text
,3892,2014-03-15 20:38:27,out,text
,3892,2014-03-15 20:40:12,in,text
,3892,2014-03-15 20:47:29,out,text
,3892,2014-03-15 20:49:47,in,text
,3892,2014-03-15 20:50:29,out,text
,3892,2014-03-15 20:51:54,in,text
,2259,2014-03-16 00:47:41,in,text
,2259,2014-03-16 14:01:11,out,text
,6028,2014-03-16 14:26:51,in,text
,6028,2014-03-16 14:27:01,in,text
,6028,2014-03-16 14:29:40,out,text
,2259,2014-03-16 15:04:40,in,text
,15184,2014-03-17 12:09:42,in,text
,15184,2014-03-17 12:10:30,out,text
,57897,2014-03-17 12:15:54,in,text
,15184,2014-03-17 12:25:56,in,text
,15184,2014-03-17 13:03:32,out,text
,15184,2014-03-17 13:08:44,in,text
,15184,2014-03-17 18:20:18,in,text
0,2259,2014-03-18 16:59:27,out,call
264,2259,2014-03-18 17:02:45,in,call
219,2259,2014-03-18 17:08:18,in,call
,2259,2014-03-18 17:28:46,in,text
2,2259,2014-03-18 18:12:00,out,call
149,2259,2014-03-18 18:15:15,in,call
126,2259,2014-03-18 18:30:36,in,call
200,2259,2014-03-18 21:14:38,out,call
91,2259,2014-03-19 15:36:11,out,call
88,2259,2014-03-19 16:18:53,out,call
11,2259,2014-03-19 16:34:43,in,call
,42627,2014-03-20 15:29:00,in,text
,2259,2014-03-20 19:50:45,in,text
,15184,2014-03-20 22:43:28,out,text
,15184,2014-03-20 23:04:33,in,text
,15184,2014-03-20 23:05:05,out,text
,15184,2014-03-20 23:05:11,out,text
,15184,2014-03-20 23:06:41,in,text
,15184,2014-03-20 23:06:51,out,text
,15184,2014-03-20 23:10:33,in,text
,15184,2014-03-21 12:01:12,out,text
,15184,2014-03-21 12:13:43,in,text
,15824,2014-03-22 09:15:05,in,text
,15825,2014-03-22 09:15:13,in,text
0,4144,2014-03-22 10:16:49,in,call
,991,2014-03-22 10:17:07,in,text
,4144,2014-03-22 10:17:38,out,text
,4144,2014-03-22 10:24:02,in,text
,4144,2014-03-22 10:25:01,out,text
,42627,2014-03-22 12:17:26,in,text
,2259,2014-03-22 14:48:40,in,text
,6028,2014-03-22 15:00:07,out,text
,6028,2014-03-22 15:00:33,in,text
,6028,2014-03-22 15:00:53,in,text
,6028,2014-03-22 15:01:01,out,text
,6028,2014-03-22 15:01:11,out,text
,6028,2014-03-22 15:01:29,in,text
,6028,2014-03-22 15:01:52,in,text
,6028,2014-03-22 15:02:22,out,text
,6028,2014-03-22 15:02:46,in,text
,38813,2014-03-22 16:18:43,in,text
,38813,2014-03-22 16:23:14,out,text
,38813,2014-03-22 16:24:54,in,text
,15184,2014-03-22 21:25:11,in,text
,15824,2014-03-22 21:25:59,out,text
,29369,2014-03-22 21:33:42,in,text
,29369,2014-03-22 21:45:53,out,text
,15184,2014-03-22 21:47:47,out,text
,38813,2014-03-22 21:48:25,out,text
,29369,2014-03-22 21:50:24,in,text
,15825,2014-03-22 22:17:06,out,text
,15825,2014-03-22 22:22:54,in,text
,38813,2014-03-23 06:50:59,in,text
,3892,2014-03-23 14:20:18,in,text
,3892,2014-03-23 14:26:19,out,text
,3892,2014-03-23 14:27:03,in,text
,3892,2014-03-23 14:29:20,out,text
,3892,2014-03-23 14:30:17,in,text
,3892,2014-03-23 14:30:49,out,text
,5167,2014-03-23 14:45:30,in,text
,5167,2014-03-23 14:45:43,out,text
,5167,2014-03-23 14:46:26,in,text
,5167,2014-03-23 15:21:31,out,text
,1794,2014-03-23 15:52:18,in,text
,1794,2014-03-23 15:52:30,out,text
,1794,2014-03-23 15:53:40,in,text
,1794,2014-03-23 15:58:44,out,text
,1794,2014-03-23 16:00:11,in,text
,1794,2014-03-23 16:06:14,out,text
,1794,2014-03-23 16:06:25,out,text
,1794,2014-03-23 16:07:08,in,text
,1794,2014-03-23 16:09:10,out,text
220,2259,2014-03-23 19:11:42,in,call
298,1774,2014-03-24 13:04:02,out,call
193,2259,2014-03-24 18:26:00,in,call
399,4583,2014-03-24 19:19:57,in,call
,5167,2014-03-24 21:40:49,in,text
,15676,2014-03-24 23:32:35,out,text
,15676,2014-03-24 23:36:59,in,text
,15676,2014-03-24 23:37:31,out,text
20,2259,2014-03-26 10:17:00,out,call
0,2259,2014-03-26 13:58:20,in,call
,991,2014-03-26 13:58:32,in,text
0,2259,2014-03-26 14:01:38,in,call
,991,2014-03-26 14:01:48,in,text
,2259,2014-03-26 14:04:32,in,text
,2259,2014-03-26 14:08:07,out,text
,2259,2014-03-26 14:08:53,in,text
,2259,2014-03-26 14:10:35,out,text
,2259,2014-03-26 16:48:05,in,text
,2259,2014-03-26 17:06:32,out,text
0,2259,2014-03-26 17:07:22,out,call
,2259,2014-03-26 17:08:35,in,text
296,2259,2014-03-26 17:10:29,out,call
,2259,2014-03-26 17:10:45,in,text
,4144,2014-03-26 17:31:36,out,text
,4144,2014-03-26 17:32:21,in,text
,4144,2014-03-26 17:32:55,in,text
,4144,2014-03-26 17:34:13,out,text
,4144,2014-03-26 17:35:23,in,text
,4144,2014-03-26 17:37:44,out,text
,4144,2014-03-26 17:38:21,in,text
30,5167,2014-03-26 18:11:41,out,call
2,5168,2014-03-26 18:12:34,out,call
61,5168,2014-03-26 18:21:52,in,call
,5168,2014-03-26 19:21:52,out,text
,5168,2014-03-26 19:44:42,out,text
52,5168,2014-03-26 20:00:24,in,call
38,4583,2014-03-27 14:04:49,out,call
,991,2014-03-27 14:05:28,in,text
38,5374,2014-03-27 14:05:49,in,call
58,4583,2014-03-27 14:09:05,out,call
62,2259,2014-03-27 14:33:19,in,call
,15184,2014-03-27 15:45:45,in,text
,15184,2014-03-27 23:03:04,out,text
,15184,2014-03-27 23:10:26,in,text
,15184,2014-03-27 23:13:30,out,text
115,2259,2014-03-28 10:35:44,out,call
,15184,2014-03-28 11:00:15,in,text
,15184,2014-03-28 11:00:39,out,text
,15184,2014-03-28 11:07:24,in,text
,15184,2014-03-28 12:01:51,out,text
,15184,2014-03-28 12:02:18,in,text
,15184,2014-03-28 13:22:32,in,text
,15184,2014-03-28 14:10:04,out,text
,3519,2014-03-28 15:08:59,in,text
,3519,2014-03-28 15:10:00,out,text
,3519,2014-03-28 15:10:23,in,text
,3519,2014-03-28 15:10:37,out,text
3,2033,2014-03-28 15:11:55,out,call
43,2033,2014-03-28 15:31:25,in,call
,2259,2014-03-28 15:45:05,out,text
3,2259,2014-03-28 15:54:42,out,call
,2259,2014-03-28 17:29:47,in,text
,2259,2014-03-28 17:30:16,out,text
47,2259,2014-03-28 17:38:44,in,call
52,2259,2014-03-28 17:45:11,out,call
,15184,2014-03-29 12:53:07,in,text
23,2259,2014-03-29 15:10:00,in,call
,15184,2014-03-30 10:58:06,in,text
,15184,2014-03-30 12:08:31,out,text
,15184,2014-03-30 12:15:56,in,text
25,6028,2014-03-30 12:56:24,out,call
,15184,2014-03-30 13:06:19,in,text
,2259,2014-03-30 15:15:00,in,text
0,2259,2014-03-30 15:17:05,in,call
,991,2014-03-30 15:18:07,in,text
0,2259,2014-03-30 15:22:00,out,call
92,4583,2014-03-30 16:17:02,out,call
,15184,2014-03-30 16:54:40,out,text
,2259,2014-03-30 21:50:02,out,text
,2259,2014-03-30 21:51:35,in,text
,2259,2014-03-30 21:52:11,out,text
,15825,2014-03-31 07:51:03,in,text
0,6320,2014-03-31 12:21:05,out,call
172,1675,2014-03-31 12:21:24,out,call
120,6321,2014-03-31 12:28:43,out,call
2,2259,2014-03-31 12:40:34,out,call
0,2259,2014-03-31 12:51:25,out,call
14,2259,2014-03-31 12:53:45,out,call
2,6321,2014-03-31 16:21:03,out,call
114,6321,2014-03-31 16:21:42,out,call
2,4583,2014-03-31 20:05:53,out,call
2,4583,2014-03-31 20:10:14,out,call
,28619,2014-03-31 20:33:21,in,text
,28619,2014-03-31 20:36:22,out,text
,15676,2014-04-01 10:00:00,in,text
,991,2014-04-01 12:09:13,in,text
154,6321,2014-04-01 15:17:28,out,call
242,1675,2014-04-01 15:20:11,out,call
0,3510,2014-04-01 19:08:10,in,call
,991,2014-04-01 19:08:26,in,text
86,2259,2014-04-01 19:22:07,in,call
36,2094,2014-04-03 15:19:40,out,call
9,2095,2014-04-03 15:43:02,in,call
162,28619,2014-04-03 19:44:18,in,call
19,208,2014-04-04 10:05:17,out,call
7,208,2014-04-04 11:03:40,out,call
7,208,2014-04-04 11:04:14,out,call
28,208,2014-04-04 11:11:39,out,call
,2259,2014-04-04 12:26:32,in,text
0,208,2014-04-04 13:49:19,out,call
79,208,2014-04-04 13:53:08,out,call
,208,2014-04-04 13:55:58,in,text
3,2259,2014-04-04 13:59:28,out,call
725,2259,2014-04-04 14:00:22,in,call
0,20921,2014-04-04 23:55:11,out,call
,28619,2014-04-05 10:46:47,out,text
,28619,2014-04-05 10:47:45,in,text
,28619,2014-04-05 10:52:44,out,text
,5167,2014-04-05 11:19:01,in,text
3,2259,2014-04-05 11:20:51,out,call
,28619,2014-04-05 11:31:46,out,text
,28619,2014-04-05 11:32:49,in,text
40,28619,2014-04-05 11:36:32,out,call
157,28619,2014-04-05 11:39:05,out,call
3,2259,2014-04-05 11:42:25,out,call
0,2259,2014-04-05 11:48:43,in,call
,991,2014-04-05 11:49:01,in,text
,2259,2014-04-05 11:49:18,in,text
0,2259,2014-04-05 11:51:12,out,call
0,2259,2014-04-05 12:02:50,out,call
,2259,2014-04-05 12:03:41,in,text
99,28619,2014-04-05 12:04:03,out,call
0,28619,2014-04-05 12:14:17,out,call
639,2259,2014-04-05 12:14:31,out,call
4,20921,2014-04-05 12:59:44,out,call
0,20921,2014-04-05 13:03:35,out,call
313,28619,2014-04-05 13:17:07,in,call
65,20921,2014-04-05 16:08:50,out,call
88,2259,2014-04-05 16:15:56,out,call
,2259,2014-04-05 16:27:10,in,text
,2259,2014-04-05 17:15:35,out,text
,2259,2014-04-05 17:15:55,out,text
,2259,2014-04-05 17:17:34,in,text
,2259,2014-04-05 17:18:29,out,text
,2259,2014-04-05 17:19:48,in,text
,2259,2014-04-05 17:22:46,out,text
685,2259,2014-04-05 17:24:59,in,call
,5167,2014-04-06 11:51:52,in,text
,5167,2014-04-06 11:52:04,out,text
,5167,2014-04-06 11:52:18,in,text
,5167,2014-04-06 11:54:43,out,text
,1794,2014-04-06 13:24:25,in,text
,1794,2014-04-06 13:28:04,out,text
,3519,2014-04-06 13:42:17,in,text
,208,2014-04-06 19:35:30,out,text
0,208,2014-04-06 19:37:12,out,call
12,208,2014-04-06 19:38:13,out,call
0,491,2014-04-07 16:48:48,in,call
,991,2014-04-07 16:49:06,in,text
4,2259,2014-04-08 16:02:17,out,call
194,4583,2014-04-08 16:04:04,out,call
0,2259,2014-04-08 16:45:30,out,call
0,2259,2014-04-08 16:49:06,out,call
3,2259,2014-04-08 17:37:15,out,call
274,2259,2014-04-08 17:44:59,in,call
80,4583,2014-04-08 20:04:10,in,call
,15676,2014-04-08 20:53:49,out,text
,15676,2014-04-08 21:01:25,in,text
,15676,2014-04-08 21:09:06,out,text
,3519,2014-04-09 13:29:30,in,text
,3519,2014-04-09 13:29:54,out,text
,3519,2014-04-09 13:29:59,out,text
,3519,2014-04-09 13:31:29,in,text
26,882,2014-04-09 18:10:16,in,call
,2259,2014-04-10 09:07:28,in,text
,5167,2014-04-10 11:19:55,in,text
,5167,2014-04-10 11:20:09,out,text
,5167,2014-04-10 11:20:17,out,text
,5167,2014-04-10 11:20:29,in,text
,2259,2014-04-10 12:36:01,in,text
,2259,2014-04-10 12:36:36,out,text
,2259,2014-04-10 12:40:59,in,text
,2259,2014-04-10 12:41:20,out,text
,2259,2014-04-10 14:09:43,out,text
,2259,2014-04-10 14:09:45,out,text
,2259,2014-04-10 14:10:17,in,text
18,2259,2014-04-10 14:10:40,out,call
21,2259,2014-04-10 14:14:41,in,call
,5167,2014-04-10 19:37:44,in,text
,3519,2014-04-11 13:37:59,in,text
,3519,2014-04-11 13:38:33,out,text
,3519,2014-04-11 13:41:14,in,text
,3519,2014-04-11 13:41:40,out,text
,3519,2014-04-11 13:42:24,in,text
,3519,2014-04-11 13:43:24,out,text
,3519,2014-04-11 13:44:10,in,text
,3519,2014-04-11 13:45:06,out,text
,3519,2014-04-11 13:47:41,in,text
84,15824,2014-04-11 15:01:25,in,call
60,6321,2014-04-11 15:19:47,out,call
,15184,2014-04-11 17:57:53,in,text
,991,2014-04-11 18:41:46,in,text
4,19785,2014-04-11 20:46:10,out,call
4,19785,2014-04-11 20:47:45,out,call
2,29368,2014-04-11 20:49:33,out,call
46,29369,2014-04-11 20:50:08,out,call
,991,2014-04-11 20:50:16,in,text
0,29368,2014-04-11 20:51:43,out,call
,19785,2014-04-12 00:16:03,in,text
,15184,2014-04-12 03:31:12,in,text
10,2259,2014-04-12 12:53:15,in,call
28,15824,2014-04-12 13:28:08,in,call
34,2259,2014-04-12 13:38:13,out,call
121,19785,2014-04-12 14:40:43,out,call
24,19785,2014-04-12 14:57:26,out,call
0,19785,2014-04-12 15:18:03,out,call
0,19785,2014-04-12 15:18:09,out,call
,19785,2014-04-12 15:18:32,out,text
,19785,2014-04-12 15:19:58,in,text
,19785,2014-04-12 15:25:18,in,text
65,19785,2014-04-12 15:36:22,out,call
,707,2014-04-13 02:47:25,out,text
101,208,2014-04-13 13:35:15,out,call
0,4583,2014-04-13 15:56:15,out,call
,2259,2014-04-13 16:27:21,in,text
111,2259,2014-04-13 17:03:30,in,call
,2259,2014-04-13 18:40:14,in,text
262,4583,2014-04-14 12:29:51,in,call
350,1794,2014-04-14 15:10:01,out,call
860,2259,2014-04-14 15:16:42,out,call
0,11348,2014-04-14 15:31:57,out,call
0,11348,2014-04-14 15:32:16,out,call
0,11348,2014-04-14 15:32:37,out,call
0,11348,2014-04-14 15:33:51,out,call
,991,2014-04-14 15:45:06,in,text
3,1794,2014-04-14 19:10:29,out,call
0,707,2014-04-14 20:49:59,out,call
,2259,2014-04-15 06:46:11,in,text
,2259,2014-04-15 13:15:48,out,text
71,6321,2014-04-15 13:17:24,out,call
,2259,2014-04-15 13:18:51,in,text
,2259,2014-04-15 13:19:20,out,text
,2259,2014-04-15 13:21:02,in,text
0,6321,2014-04-15 13:55:17,out,call
68,6321,2014-04-15 13:55:24,out,call
,2259,2014-04-15 14:40:45,out,text
,2259,2014-04-15 15:49:05,in,text
0,2259,2014-04-15 15:50:02,out,call
,2259,2014-04-15 15:50:57,in,text
414,2259,2014-04-15 16:03:08,in,call
145,2259,2014-04-15 16:10:24,in,call
,2259,2014-04-15 19:03:13,in,text
,632,2014-04-16 14:13:00,in,text
,632,2014-04-16 14:56:34,out,text
,632,2014-04-16 16:01:04,in,text
,632,2014-04-16 16:02:24,out,text
,632,2014-04-16 18:30:21,out,text
,632,2014-04-16 19:05:06,in,text
,632,2014-04-16 19:07:56,out,text
,632,2014-04-16 19:46:24,out,text
,632,2014-04-16 19:55:20,in,text
,632,2014-04-16 19:55:41,out,text
,632,2014-04-16 22:20:28,in,text
,632,2014-04-16 22:21:32,out,text
,632,2014-04-16 22:25:36,in,text
,632,2014-04-16 22:26:19,in,text
,632,2014-04-16 23:07:48,out,text
,632,2014-04-16 23:09:00,in,text
,632,2014-04-16 23:09:25,out,text
,15184,2014-04-17 08:24:40,in,text
27,2259,2014-04-17 10:52:40,out,call
,5167,2014-04-17 10:57:49,in,text
,5167,2014-04-17 11:00:40,out,text
,5167,2014-04-17 11:00:59,in,text
,15184,2014-04-17 11:31:10,out,text
,15184,2014-04-17 11:40:21,in,text
,15184,2014-04-17 11:47:09,out,text
,15184,2014-04-17 11:57:10,in,text
,15184,2014-04-17 12:19:11,out,text
,2259,2014-04-17 12:26:30,out,text
,15184,2014-04-17 12:31:53,in,text
,15184,2014-04-17 12:32:46,out,text
,15184,2014-04-17 12:33:34,out,text
102,2259,2014-04-17 12:42:09,out,call
,15184,2014-04-17 13:08:48,in,text
19,4583,2014-04-17 13:16:09,in,call
,4583,2014-04-17 13:25:18,out,text
,4583,2014-04-17 13:27:20,in,text
,4583,2014-04-17 13:27:27,out,text
,4583,2014-04-17 13:27:33,out,text
,4583,2014-04-17 13:34:05,in,text
9,4583,2014-04-17 13:35:12,out,call
33,2259,2014-04-17 13:38:00,out,call
,15184,2014-04-17 14:14:59,in,text
,30189,2014-04-17 14:18:07,out,text
,30189,2014-04-17 14:35:49,in,text
,30189,2014-04-17 14:40:51,out,text
,15184,2014-04-17 14:43:40,in,text
,15184,2014-04-17 14:44:54,out,text
,15184,2014-04-17 14:46:32,in,text
,15184,2014-04-17 14:50:32,out,text
,15184,2014-04-17 14:55:33,in,text
,15184,2014-04-17 15:00:34,out,text
,15184,2014-04-17 15:04:29,in,text
,30189,2014-04-17 15:09:47,in,text
,30189,2014-04-17 15:10:21,out,text
,30189,2014-04-17 15:11:21,in,text
,30189,2014-04-17 15:14:13,out,text
,15184,2014-04-17 15:15:46,in,text
,15184,2014-04-17 15:17:46,out,text
,15184,2014-04-17 15:24:06,in,text
,30189,2014-04-17 16:41:25,in,text
,30189,2014-04-17 16:43:42,out,text
,30189,2014-04-17 16:59:50,in,text
113,30189,2014-04-17 17:50:27,out,call
,30189,2014-04-17 17:58:45,out,text
39,30189,2014-04-17 18:00:42,out,call
0,30210,2014-04-17 23:17:16,out,call
,1128,2014-04-17 23:17:49,in,text
77,30210,2014-04-17 23:24:01,out,call
,30210,2014-04-17 23:29:30,out,text
,30210,2014-04-17 23:35:40,in,text
,15184,2014-04-18 01:17:28,in,text
,15184,2014-04-18 01:33:59,out,text
,15184,2014-04-18 01:39:09,in,text
,1128,2014-04-18 02:29:29,in,text
48,1128,2014-04-18 03:30:55,out,call
,30210,2014-04-18 03:33:20,in,text
,30210,2014-04-18 03:33:46,out,text
,2259,2014-04-18 14:58:53,in,text
,2259,2014-04-18 20:55:14,out,text
2,30253,2014-04-19 03:12:28,out,call
0,30253,2014-04-19 06:03:13,out,call
,2259,2014-04-19 12:21:43,out,text
,2259,2014-04-19 12:23:15,in,text
,2259,2014-04-19 12:24:07,out,text
,2259,2014-04-19 12:30:42,in,text
,2259,2014-04-19 14:52:26,out,text
,2259,2014-04-19 14:58:46,in,text
,2259,2014-04-19 15:01:05,in,text
30,2259,2014-04-19 15:05:08,out,call
33,15824,2014-04-19 15:08:44,out,call
55,4583,2014-04-19 15:33:21,out,call
,4144,2014-04-19 18:22:44,in,text
,4144,2014-04-19 18:27:06,out,text
,4144,2014-04-19 18:30:13,in,text
,4144,2014-04-19 18:32:54,out,text
,4144,2014-04-19 18:50:35,in,text
,4144,2014-04-19 19:59:27,out,text
79,5167,2014-04-19 20:13:58,in,call
114,5167,2014-04-19 20:29:59,in,call
,5167,2014-04-19 21:09:37,in,text
,5167,2014-04-19 21:15:22,out,text
5,5167,2014-04-19 22:22:17,out,call
,5167,2014-04-19 22:23:01,in,text
0,5167,2014-04-19 22:23:11,out,call
,5167,2014-04-19 22:24:22,out,text
,5167,2014-04-19 22:24:54,in,text
,5167,2014-04-19 22:35:38,out,text
0,5167,2014-04-19 22:55:16,out,call
0,5167,2014-04-19 22:56:21,out,call
66,5167,2014-04-19 22:57:09,out,call
,991,2014-04-19 23:20:53,in,text
72,5167,2014-04-19 23:37:45,in,call
,5167,2014-04-19 23:51:37,out,text
,5167,2014-04-19 23:52:04,out,text
127,26801,2014-04-20 12:54:41,in,call
78,26801,2014-04-20 17:25:55,out,call
,5545,2014-04-20 18:06:42,in,text
,2259,2014-04-20 19:42:12,out,text
,2259,2014-04-20 19:44:04,in,text
58,5167,2014-04-20 19:50:49,in,call
,2259,2014-04-20 19:55:10,out,text
,2259,2014-04-20 19:55:59,in,text
,2259,2014-04-20 21:14:16,in,text
,2259,2014-04-20 21:14:34,in,text
173,2259,2014-04-22 09:52:49,out,call
,15676,2014-04-22 12:01:31,in,text
,15676,2014-04-22 13:00:10,out,text
,15676,2014-04-22 13:00:16,out,text
3,491,2014-04-22 18:15:50,in,call
,2259,2014-04-24 13:26:26,in,text
369,2259,2014-04-24 13:26:43,out,call
53,208,2014-04-24 16:07:18,out,call
,5545,2014-04-24 17:24:48,in,text
,991,2014-04-24 17:29:33,in,text
,5545,2014-04-24 17:53:54,out,text
,5545,2014-04-24 18:53:38,in,text
,5545,2014-04-24 18:58:55,out,text
,208,2014-04-24 20:12:33,in,text
,5167,2014-04-24 20:19:23,in,text
,208,2014-04-25 02:29:56,out,text
,2259,2014-04-25 14:09:10,out,text
,2259,2014-04-25 14:13:22,in,text
12,2259,2014-04-25 15:02:24,out,call
0,2259,2014-04-25 15:03:14,out,call
,2259,2014-04-25 15:08:26,in,text
,2259,2014-04-25 15:13:29,out,text
18,208,2014-04-25 15:13:41,out,call
,2259,2014-04-25 15:14:22,in,text
,15825,2014-04-26 12:33:01,out,text
42,15184,2014-04-26 13:09:03,out,call
0,13516,2014-04-26 13:10:06,out,call
162,15184,2014-04-26 13:16:48,in,call
,15825,2014-04-26 14:00:46,in,text
0,491,2014-04-26 14:03:24,out,call
61,491,2014-04-26 14:26:57,out,call
,30210,2014-04-26 14:38:02,out,text
,30210,2014-04-26 17:23:32,in,text
,30210,2014-04-26 17:25:41,out,text
13,491,2014-04-26 17:37:54,in,call
,30210,2014-04-26 18:07:15,in,text
,2259,2014-04-26 20:10:14,in,text
,30210,2014-04-26 22:58:52,in,text
,2259,2014-04-27 06:40:08,in,text
2,4583,2014-04-27 12:36:55,out,call
