call_duration,correspondent_id,datetime,direction,interaction
,2259,2014-04-27 19:20:47,out,text
,2259,2014-04-27 19:25:39,in,text
,991,2014-04-28 11:00:27,in,text
,991,2014-04-28 14:12:58,in,text
166,4142,2014-04-28 14:54:22,out,call
2,1794,2014-04-28 20:08:21,out,call
0,4583,2014-04-28 21:32:08,out,call
450,4583,2014-04-28 21:32:23,out,call
,2027,2014-04-29 17:54:52,in,text
,2259,2014-04-29 17:56:49,in,text
,3519,2014-04-29 20:35:15,out,text
,15676,2014-04-29 23:05:02,out,text
,15676,2014-04-29 23:08:09,in,text
,15676,2014-04-29 23:09:07,out,text
,15676,2014-04-29 23:09:53,in,text
,15676,2014-04-29 23:10:01,out,text
,15676,2014-04-29 23:53:57,in,text
,15676,2014-04-29 23:55:43,out,text
,15676,2014-04-29 23:56:06,out,text
,15676,2014-04-29 23:56:07,in,text
,15676,2014-04-29 23:58:54,in,text
,15676,2014-04-30 00:02:00,in,text
2,4583,2014-04-30 10:06:23,out,call
,4583,2014-04-30 10:06:49,out,text
0,4583,2014-04-30 12:21:12,out,call
0,491,2014-04-30 12:26:50,out,call
0,491,2014-04-30 12:27:29,out,call
0,491,2014-04-30 12:28:16,out,call
0,491,2014-04-30 12:29:55,out,call
201,4583,2014-04-30 18:12:41,in,call
,991,2014-04-30 18:14:20,in,text
,991,2014-04-30 18:15:56,in,text
90,491,2014-04-30 18:16:27,out,call
9,4583,2014-04-30 18:19:05,out,call
44,491,2014-04-30 18:55:07,out,call
85,30979,2014-05-01 14:41:32,out,call
,2027,2014-05-01 16:56:53,out,text
,2027,2014-05-01 16:58:45,in,text
,2027,2014-05-01 17:03:36,out,text
,2027,2014-05-01 17:04:13,in,text
,2027,2014-05-01 17:17:16,out,text
,2027,2014-05-01 17:18:13,in,text
,991,2014-05-01 19:29:51,in,text
3,2259,2014-05-01 22:20:58,out,call
0,2259,2014-05-01 22:21:49,out,call
,2259,2014-05-01 22:22:53,in,text
1159,2259,2014-05-01 22:24:24,out,call
,15185,2014-05-02 01:48:25,in,text
,15185,2014-05-02 11:18:17,out,text
,2259,2014-05-02 12:41:46,in,text
4,208,2014-05-02 13:07:59,out,call
21,208,2014-05-02 13:10:45,in,call
0,4583,2014-05-02 14:49:15,out,call
2,4583,2014-05-02 14:55:26,out,call
2,4583,2014-05-02 14:57:47,out,call
0,4583,2014-05-02 14:58:47,out,call
1,4583,2014-05-02 14:59:02,out,call
571,4583,2014-05-02 15:06:58,out,call
351,2259,2014-05-02 15:18:45,out,call
,30210,2014-05-02 15:26:11,out,text
0,2259,2014-05-02 21:49:37,out,call
,2259,2014-05-02 21:50:11,in,text
,2259,2014-05-02 21:50:50,in,text
0,2259,2014-05-02 22:19:10,out,call
,30210,2014-05-02 22:26:05,in,text
73,2259,2014-05-02 22:40:53,out,call
,2259,2014-05-03 10:12:14,in,text
,2259,2014-05-03 11:10:54,out,text
17,2259,2014-05-03 11:15:52,in,call
0,2259,2014-05-03 11:40:51,out,call
0,2259,2014-05-03 11:47:01,out,call
,1794,2014-05-04 10:49:46,in,text
,1794,2014-05-04 11:01:42,out,text
0,2259,2014-05-04 15:20:48,out,call
157,2259,2014-05-04 16:04:21,out,call
20,491,2014-05-04 18:56:41,in,call
14,1794,2014-05-05 14:47:56,in,call
,1794,2014-05-05 19:16:44,out,text
,1794,2014-05-05 19:17:20,in,text
18,1794,2014-05-05 20:14:45,out,call
0,3892,2014-05-05 21:04:04,out,call
77,3892,2014-05-05 21:14:25,in,call
8,3892,2014-05-05 21:16:08,in,call
37,4373,2014-05-05 21:16:51,out,call
3,15184,2014-05-06 12:12:46,out,call
73,15184,2014-05-06 12:13:48,in,call
,15184,2014-05-06 12:52:15,out,text
,15676,2014-05-06 13:01:13,out,text
,15676,2014-05-06 13:02:28,in,text
,15676,2014-05-06 13:03:22,in,text
,15184,2014-05-06 13:47:44,in,text
,15184,2014-05-06 13:48:08,in,text
,15184,2014-05-06 13:59:31,in,text
0,15184,2014-05-06 14:10:21,out,call
,15184,2014-05-06 14:10:40,out,text
,15184,2014-05-06 14:13:05,in,text
,15184,2014-05-06 14:20:17,out,text
,15184,2014-05-06 14:21:12,in,text
,3519,2014-05-06 21:12:50,out,text
158,1968,2014-05-07 12:08:44,out,call
0,1712,2014-05-07 12:12:52,out,call
183,1712,2014-05-07 12:14:20,out,call
73,1712,2014-05-07 12:18:13,in,call
0,4583,2014-05-07 12:58:00,out,call
0,4583,2014-05-07 13:45:36,out,call
,4583,2014-05-07 14:03:29,in,text
2,4583,2014-05-07 14:19:18,out,call
,4583,2014-05-07 14:22:12,out,text
,2259,2014-05-07 15:55:45,in,text
0,2259,2014-05-07 17:10:58,out,call
3,2259,2014-05-07 17:21:10,out,call
111,2259,2014-05-07 17:46:12,in,call
0,4583,2014-05-07 17:48:22,out,call
2,4583,2014-05-07 17:48:32,out,call
147,4583,2014-05-07 17:53:15,out,call
55,2259,2014-05-08 14:59:52,out,call
841,32070,2014-05-08 16:28:03,out,call
108,2259,2014-05-08 20:33:27,out,call
,2259,2014-05-08 21:23:09,out,text
,2259,2014-05-08 21:25:15,in,text
,2259,2014-05-08 21:32:04,in,text
,2259,2014-05-08 21:42:59,out,text
,2259,2014-05-08 21:44:39,in,text
,3510,2014-05-09 11:26:06,out,text
,3510,2014-05-09 11:27:05,in,text
,3510,2014-05-09 11:27:15,out,text
,3510,2014-05-09 11:27:45,out,text
,3510,2014-05-09 11:37:39,in,text
258,1675,2014-05-09 12:15:57,out,call
55,2259,2014-05-09 13:34:32,out,call
,991,2014-05-09 15:19:20,in,text
96,2259,2014-05-09 16:20:41,in,call
,57875,2014-05-09 20:56:07,in,text
,57875,2014-05-10 07:13:19,in,text
70,31649,2014-05-10 10:46:18,out,call
,57875,2014-05-10 12:21:06,in,text
,57897,2014-05-11 09:14:29,in,text
424,208,2014-05-11 12:07:50,out,call
0,4144,2014-05-11 18:28:05,out,call
2,2259,2014-05-11 18:28:10,out,call
0,4583,2014-05-11 18:28:50,out,call
1,4583,2014-05-11 19:01:13,out,call
227,2259,2014-05-11 19:01:44,out,call
,2259,2014-05-12 08:28:47,in,text
,991,2014-05-12 11:00:56,in,text
0,2259,2014-05-12 17:23:52,out,call
435,2259,2014-05-12 17:24:30,out,call
,3519,2014-05-12 18:14:01,in,text
0,2259,2014-05-13 08:37:46,out,call
46,2259,2014-05-13 08:38:13,out,call
0,32260,2014-05-13 09:28:05,out,call
1449,32260,2014-05-13 09:28:43,out,call
69,32261,2014-05-13 10:12:13,out,call
2,2259,2014-05-13 11:17:26,out,call
267,2259,2014-05-13 11:36:33,in,call
423,3480,2014-05-13 11:41:53,out,call
,991,2014-05-13 11:44:20,in,text
,991,2014-05-13 11:45:16,in,text
3,2259,2014-05-13 11:52:57,out,call
19,2259,2014-05-13 12:00:25,in,call
77,491,2014-05-13 13:52:14,in,call
80,491,2014-05-13 14:12:19,in,call
0,208,2014-05-13 14:42:28,out,call
,208,2014-05-13 14:42:45,out,text
,208,2014-05-13 14:43:55,in,text
18,491,2014-05-13 14:47:37,out,call
236,4583,2014-05-13 16:34:55,in,call
,15676,2014-05-13 17:45:41,out,text
341,15676,2014-05-13 18:01:42,in,call
,15676,2014-05-13 22:19:28,out,text
,15676,2014-05-13 22:21:38,in,text
,15676,2014-05-13 22:23:20,out,text
,15676,2014-05-13 22:24:01,in,text
,15676,2014-05-13 22:43:58,in,text
2,2259,2014-05-14 08:58:41,out,call
145,2259,2014-05-14 09:03:35,in,call
3,2259,2014-05-14 13:21:19,out,call
,2259,2014-05-14 13:31:04,in,text
49,2259,2014-05-14 13:50:49,out,call
,24512,2014-05-14 14:49:54,out,text
,991,2014-05-14 14:50:02,in,text
,2259,2014-05-15 12:37:06,out,text
,2259,2014-05-15 12:37:58,out,text
2,15824,2014-05-15 18:19:45,out,call
,15824,2014-05-15 20:13:24,in,text
,15824,2014-05-15 20:13:36,in,text
,15824,2014-05-15 20:16:06,out,text
,2259,2014-06-02 12:06:45,in,text
,2259,2014-06-02 12:07:03,out,text
,2259,2014-06-02 12:07:24,in,text
0,1794,2014-06-02 18:15:51,in,call
,991,2014-06-02 18:16:08,in,text
57,1794,2014-06-02 18:22:11,out,call
,2259,2014-06-02 22:34:47,in,text
95,2259,2014-06-03 08:26:29,out,call
91,4583,2014-06-03 08:31:55,out,call
68,4583,2014-06-03 14:42:57,out,call
7,208,2014-06-03 14:44:36,out,call
890,208,2014-06-03 16:10:59,in,call
2,4583,2014-06-03 16:27:26,out,call
4,2259,2014-06-03 16:27:57,out,call
74,4583,2014-06-03 16:30:55,in,call
908,2259,2014-06-03 16:39:02,out,call
50,491,2014-06-03 16:54:41,out,call
40,2259,2014-06-03 21:47:24,out,call
,2259,2014-06-03 21:55:37,out,text
,2259,2014-06-03 21:56:41,in,text
,991,2014-06-03 22:11:37,in,text
3,2259,2014-06-03 22:15:15,out,call
,4583,2014-06-03 22:30:42,in,text
15,4583,2014-06-03 23:24:45,out,call
86,2259,2014-06-04 13:18:56,in,call
82,2259,2014-06-04 13:28:23,in,call
2,4583,2014-06-04 15:29:33,out,call
4,4583,2014-06-04 16:22:33,out,call
75,4583,2014-06-04 16:32:26,in,call
0,4583,2014-06-04 16:58:18,in,call
,991,2014-06-04 16:59:02,in,text
84,4583,2014-06-04 17:14:12,out,call
0,4583,2014-06-04 18:37:30,in,call
,991,2014-06-04 18:37:49,in,text
,4583,2014-06-04 21:00:40,in,text
,29368,2014-06-04 21:58:44,in,text
0,4583,2014-06-04 22:13:49,out,call
,29368,2014-06-04 23:18:57,out,text
,29368,2014-06-04 23:32:04,in,text
,4583,2014-06-05 07:41:24,out,text
,2259,2014-06-05 09:58:17,in,text
,2259,2014-06-05 11:01:43,in,text
,2259,2014-06-05 13:17:33,out,text
,2259,2014-06-05 14:58:39,out,text
,2259,2014-06-05 15:01:22,in,text
0,15825,2014-06-05 20:14:29,out,call
219,2259,2014-06-06 11:30:23,in,call
118,6028,2014-06-06 12:08:08,out,call
97,34581,2014-06-06 12:52:39,out,call
202,34581,2014-06-06 13:35:35,in,call
,34581,2014-06-06 16:09:54,in,text
,34581,2014-06-06 16:10:12,out,text
161,6028,2014-06-06 16:52:04,out,call
0,6028,2014-06-06 17:31:01,out,call
59,6028,2014-06-06 17:33:40,in,call
,65994,2014-06-06 17:59:08,in,text
3,22807,2014-06-06 18:56:08,out,call
,6028,2014-06-06 21:48:26,in,text
,6028,2014-06-06 21:48:27,in,text
0,6028,2014-06-06 21:52:45,out,call
,1128,2014-06-06 21:53:18,in,text
0,6028,2014-06-06 22:14:05,out,call
0,6028,2014-06-06 22:14:28,out,call
0,6028,2014-06-06 22:14:41,out,call
3,6028,2014-06-06 22:15:30,out,call
,6028,2014-06-06 22:16:13,out,text
,6028,2014-06-06 22:17:08,in,text
,6028,2014-06-06 22:17:47,out,text
,34582,2014-06-06 22:22:12,in,text
,6028,2014-06-06 22:25:49,out,text
,6028,2014-06-06 22:27:16,in,text
,6028,2014-06-06 22:27:28,in,text
,6028,2014-06-06 22:27:58,out,text
,6028,2014-06-06 22:28:12,out,text
,6028,2014-06-06 22:28:21,in,text
,6028,2014-06-06 22:28:32,in,text
,6028,2014-06-06 22:28:41,out,text
,6028,2014-06-06 22:29:00,in,text
,6028,2014-06-06 22:29:02,in,text
30,34582,2014-06-06 22:29:09,out,call
,6028,2014-06-06 22:29:46,in,text
,6028,2014-06-06 22:30:16,out,text
,6028,2014-06-06 22:37:48,out,text
,1128,2014-06-07 01:31:10,in,text
35,1128,2014-06-07 01:31:34,out,call
,2259,2014-06-07 12:44:57,out,text
,34581,2014-06-07 12:49:36,in,text
,34581,2014-06-07 12:51:26,out,text
,34581,2014-06-07 12:58:22,in,text
,34581,2014-06-07 13:01:33,out,text
,34581,2014-06-07 13:10:55,in,text
,34581,2014-06-07 13:11:31,in,text
0,34581,2014-06-07 14:43:56,out,call
,2259,2014-06-07 15:12:20,in,text
,34581,2014-06-07 15:17:18,in,text
344,34581,2014-06-07 15:25:10,out,call
0,21974,2014-06-07 15:39:45,out,call
0,26801,2014-06-07 15:41:23,out,call
115,26801,2014-06-07 15:42:51,in,call
4,632,2014-06-07 17:27:49,out,call
,632,2014-06-07 17:28:43,out,text
50,26801,2014-06-07 17:29:13,out,call
0,1471,2014-06-07 17:30:15,out,call
,632,2014-06-07 17:34:16,in,text
,632,2014-06-07 17:43:18,out,text
,632,2014-06-07 17:47:59,in,text
,632,2014-06-07 17:55:53,out,text
,1128,2014-06-08 12:38:40,in,text
,1128,2014-06-08 12:38:42,in,text
75,1128,2014-06-08 12:39:00,out,call
,34581,2014-06-08 16:00:22,in,text
,34581,2014-06-08 19:10:46,out,text
,34581,2014-06-08 19:12:53,in,text
,34581,2014-06-08 19:15:47,out,text
,65994,2014-06-08 19:16:28,out,text
,65994,2014-06-08 19:17:16,in,text
,65994,2014-06-08 19:17:41,out,text
,65994,2014-06-08 19:19:17,in,text
,2259,2014-06-08 20:58:00,in,text
,2259,2014-06-08 22:07:53,out,text
,2259,2014-06-08 22:08:41,in,text
,34581,2014-06-08 23:47:57,in,text
,34581,2014-06-08 23:49:08,in,text
,34581,2014-06-08 23:53:11,out,text
,34581,2014-06-08 23:55:54,in,text
,34581,2014-06-08 23:57:38,in,text
,34581,2014-06-09 00:05:30,out,text
,34581,2014-06-09 00:16:08,in,text
,34581,2014-06-09 00:35:57,in,text
,34581,2014-06-09 00:39:03,in,text
,34581,2014-06-09 08:53:09,out,text
0,491,2014-06-09 15:25:07,out,call
99,4583,2014-06-09 19:07:20,in,call
0,208,2014-06-10 13:16:14,out,call
98,3892,2014-06-10 15:40:49,out,call
273,2259,2014-06-10 15:46:02,out,call
,991,2014-06-10 18:47:02,in,text
16,32781,2014-06-10 20:42:06,in,call
0,34373,2014-06-10 22:05:59,out,call
170,34373,2014-06-10 22:27:32,out,call
,57897,2014-06-10 23:40:27,in,text
5,2259,2014-06-11 12:42:06,out,call
438,4583,2014-06-11 13:53:37,out,call
0,2259,2014-06-11 15:13:24,out,call
0,2259,2014-06-11 15:13:57,out,call
428,2259,2014-06-11 15:14:18,out,call
23,491,2014-06-11 16:47:36,in,call
,3488,2014-06-11 16:47:41,in,text
,21874,2014-06-11 16:49:09,in,text
2,21874,2014-06-11 16:49:20,out,call
0,21874,2014-06-11 16:50:01,out,call
62,21874,2014-06-11 16:51:12,in,call
3,208,2014-06-12 13:04:51,out,call
3,208,2014-06-12 13:05:12,out,call
2,4144,2014-06-12 14:59:20,out,call
0,4583,2014-06-12 15:42:54,out,call
268,4583,2014-06-12 16:03:12,out,call
3,2259,2014-06-12 17:34:33,out,call
3,4583,2014-06-12 17:35:05,out,call
0,2259,2014-06-12 18:34:29,in,call
,991,2014-06-12 18:34:48,in,text
,2259,2014-06-12 18:34:57,out,text
,2259,2014-06-12 18:35:15,in,text
,2259,2014-06-12 21:46:15,in,text
37,2259,2014-06-12 23:17:14,out,call
,3519,2014-06-13 12:02:03,out,text
38,2259,2014-06-13 14:54:27,out,call
0,2259,2014-06-13 15:22:58,out,call
0,2259,2014-06-13 15:58:22,out,call
1131,2259,2014-06-13 16:04:38,out,call
0,491,2014-06-13 20:45:14,out,call
,3519,2014-06-13 21:45:37,out,text
131,2259,2014-06-14 14:12:58,out,call
0,4583,2014-06-14 21:24:40,out,call
,4583,2014-06-14 21:37:59,in,text
,3519,2014-06-14 21:49:07,in,text
,2259,2014-06-14 22:25:58,in,text
63,4583,2014-06-14 22:39:10,out,call
3,2259,2014-06-14 22:40:38,out,call
15,4583,2014-06-15 08:56:45,in,call
26,2259,2014-06-15 09:04:05,in,call
9,4583,2014-06-15 09:31:31,in,call
13,4583,2014-06-15 09:31:52,in,call
55,15824,2014-06-15 22:02:25,in,call
125,1794,2014-06-16 17:34:19,out,call
64,2033,2014-06-16 19:19:23,in,call
,2259,2014-06-16 21:04:05,in,text
2,491,2014-06-17 18:21:17,out,call
,3510,2014-06-17 20:13:38,in,text
,3510,2014-06-17 20:14:11,out,text
,3510,2014-06-17 20:15:07,in,text
,3510,2014-06-17 20:36:37,in,text
14,35898,2014-06-18 10:45:46,in,call
,991,2014-06-18 14:04:42,in,text
0,4583,2014-06-18 16:00:39,out,call
,991,2014-06-18 16:00:57,in,text
154,4583,2014-06-18 17:11:06,out,call
,991,2014-06-18 17:28:41,in,text
115,35928,2014-06-18 19:08:57,in,call
,2259,2014-06-19 09:36:37,in,text
0,32070,2014-06-19 09:58:27,out,call
87,208,2014-06-19 13:40:54,out,call
56,36169,2014-06-19 13:55:38,out,call
122,15184,2014-06-19 15:57:33,out,call
4,208,2014-06-19 17:54:27,out,call
33,208,2014-06-19 17:57:59,in,call
,2259,2014-06-19 18:21:42,out,text
,2259,2014-06-19 18:31:04,in,text
,2259,2014-06-19 18:35:23,in,text
3,15184,2014-06-19 19:06:33,out,call
1,15184,2014-06-19 19:07:33,out,call
3,15184,2014-06-19 19:08:48,out,call
3,15184,2014-06-19 19:12:51,out,call
10,15184,2014-06-19 19:14:20,in,call
0,2259,2014-06-19 22:05:20,out,call
,2259,2014-06-19 22:05:59,in,text
601,2259,2014-06-19 22:33:14,in,call
,40643,2014-09-01 09:43:19,out,text
,40643,2014-09-01 21:58:27,in,text
0,40643,2014-09-02 02:33:29,out,call
,40643,2014-09-02 02:35:55,out,text
,2259,2014-09-03 20:41:31,in,text
,2259,2014-09-03 21:09:09,out,text
,2259,2014-09-03 21:42:18,in,text
,40643,2014-09-04 21:48:51,in,text
,40643,2014-09-04 22:01:26,out,text
,40643,2014-09-04 22:34:36,in,text
,40643,2014-09-04 22:35:24,out,text
,40643,2014-09-05 00:30:52,out,text
,40643,2014-09-05 00:31:55,in,text
,40643,2014-09-05 00:37:05,out,text
,40643,2014-09-05 00:38:36,in,text
46,40643,2014-09-05 00:40:06,out,call
,40643,2014-09-05 01:17:41,out,text
,40643,2014-09-05 02:51:43,in,text
,40643,2014-09-05 02:56:23,in,text
,40643,2014-09-05 02:59:28,out,text
,40643,2014-09-05 03:13:18,in,text
0,43754,2014-09-06 01:06:21,out,call
2,43754,2014-09-06 02:12:26,out,call
,2259,2014-09-06 20:28:50,in,text
,2259,2014-09-06 22:14:49,out,text
,2259,2014-09-06 22:17:24,in,text
,2259,2014-09-06 22:17:26,in,text
,2259,2014-09-06 22:17:27,in,text
,2259,2014-09-06 22:18:31,out,text
,2259,2014-09-06 22:20:05,in,text
,2259,2014-09-06 22:26:08,in,text
,2259,2014-09-06 22:26:11,in,text
,2259,2014-09-06 22:27:00,out,text
,2259,2014-09-06 22:28:25,in,text
,2259,2014-09-06 22:28:27,in,text
,2259,2014-09-06 22:29:09,in,text
,2259,2014-09-07 21:39:00,out,text
,40643,2014-09-08 06:15:04,out,text
,40643,2014-09-08 06:30:00,in,text
,40643,2014-09-08 09:04:36,out,text
,40643,2014-09-08 10:38:56,in,text
,40643,2014-09-08 18:57:59,out,text
,40643,2014-09-08 23:36:30,in,text
,4583,2014-09-09 17:07:28,in,text
,68742,2014-09-11 02:32:38,in,text
,68742,2014-09-11 02:32:49,in,text
,68742,2014-09-11 02:33:06,in,text
,44186,2014-09-11 03:44:58,in,text
,68743,2014-09-11 03:46:07,in,text
,44186,2014-09-11 03:46:57,out,text
,44186,2014-09-11 03:48:07,in,text
13,44185,2014-09-11 03:48:51,out,call
0,44186,2014-09-11 03:56:24,out,call
,44185,2014-09-11 04:04:48,in,text
,44185,2014-09-11 04:06:11,in,text
,44185,2014-09-11 04:08:47,out,text
,44185,2014-09-11 05:42:15,in,text
,44185,2014-09-11 05:53:32,out,text
,44185,2014-09-11 06:28:08,in,text
,44185,2014-09-11 06:37:37,in,text
,44185,2014-09-11 06:38:03,in,text
,44185,2014-09-11 06:38:41,out,text
,44185,2014-09-11 06:38:53,in,text
,44185,2014-09-11 06:39:12,out,text
,44185,2014-09-11 06:39:31,in,text
,44185,2014-09-11 06:39:53,in,text
,2259,2014-09-11 08:10:19,in,text
,2259,2014-09-11 08:10:23,in,text
2,40643,2014-09-11 22:54:01,out,call
43,44267,2014-09-12 00:10:29,out,call
,2259,2014-09-12 21:49:51,in,text
,2259,2014-09-12 22:19:00,out,text
,2259,2014-09-12 22:30:17,in,text
,2259,2014-09-12 22:30:17,in,text
,2259,2014-09-12 22:30:18,in,text
,2259,2014-09-12 22:30:19,in,text
,2259,2014-09-12 22:34:57,out,text
,2259,2014-09-12 22:37:55,in,text
,2259,2014-09-12 22:37:57,in,text
,2259,2014-09-12 22:37:59,in,text
,2259,2014-09-12 22:37:59,in,text
,2259,2014-09-12 22:38:00,in,text
,44185,2014-09-13 02:35:46,in,text
,44185,2014-09-13 02:37:13,in,text
,44185,2014-09-13 02:37:14,in,text
,2259,2014-09-13 08:11:26,out,text
,2259,2014-09-13 08:22:12,in,text
,2259,2014-09-13 08:22:12,in,text
,2259,2014-09-13 08:24:18,out,text
,2259,2014-09-13 09:36:25,in,text
,2259,2014-09-13 09:36:28,in,text
,2259,2014-09-13 09:36:29,in,text
,2259,2014-09-13 09:36:29,in,text
,2259,2014-09-13 09:36:30,in,text
,2259,2014-09-13 09:45:05,in,text
,40643,2014-09-13 22:11:38,in,text
,40643,2014-09-13 22:16:04,out,text
,40643,2014-09-13 22:19:32,in,text
,40643,2014-09-13 22:21:30,out,text
,40643,2014-09-13 22:27:56,in,text
,40643,2014-09-13 22:40:42,out,text
,40643,2014-09-13 22:56:58,in,text
,2259,2014-09-13 23:06:30,out,text
,2259,2014-09-13 23:08:50,in,text
,2259,2014-09-13 23:09:05,out,text
,2259,2014-09-13 23:09:48,in,text
,2259,2014-09-13 23:10:16,out,text
,2259,2014-09-13 23:11:25,in,text
,2259,2014-09-13 23:11:57,out,text
,2259,2014-09-13 23:14:42,in,text
,2259,2014-09-13 23:14:44,in,text
,2259,2014-09-13 23:15:10,out,text
,2259,2014-09-13 23:15:49,in,text
,2259,2014-09-13 23:17:31,out,text
,2259,2014-09-13 23:22:41,in,text
,2259,2014-09-13 23:22:42,in,text
,2259,2014-09-13 23:24:43,in,text
,2259,2014-09-13 23:25:25,out,text
,2259,2014-09-13 23:26:06,out,text
,2259,2014-09-13 23:26:12,out,text
,2259,2014-09-13 23:30:03,in,text
,2259,2014-09-13 23:30:05,in,text
,2259,2014-09-13 23:34:17,in,text
,2259,2014-09-13 23:36:52,out,text
,2259,2014-09-13 23:40:04,in,text
,2259,2014-09-13 23:40:07,in,text
,2259,2014-09-13 23:40:39,in,text
,65881,2014-09-13 23:45:20,in,text
,2259,2014-09-13 23:47:37,out,text
,2259,2014-09-14 00:28:30,in,text
,41801,2014-09-14 00:30:15,out,text
,40643,2014-09-14 07:38:26,out,text
,2259,2014-09-14 09:00:48,in,text
,40643,2014-09-14 09:00:49,in,text
,40643,2014-09-14 11:10:14,out,text
,65881,2014-09-14 22:40:12,in,text
,65874,2014-09-14 22:49:28,in,text
,65875,2014-09-14 22:49:31,in,text
,2259,2014-09-15 19:53:40,out,text
2,40643,2014-09-15 19:58:20,out,call
,40643,2014-09-15 20:00:47,out,text
,40643,2014-09-15 20:07:57,in,text
,40643,2014-09-15 20:08:36,out,text
,2259,2014-09-15 20:51:04,in,text
,2259,2014-09-15 20:51:07,in,text
,2259,2014-09-15 20:51:08,in,text
,2259,2014-09-15 20:51:09,in,text
,2259,2014-09-15 20:55:21,out,text
,2259,2014-09-15 20:57:56,in,text
,2259,2014-09-15 21:03:05,out,text
,2259,2014-09-15 21:08:35,in,text
,2259,2014-09-15 21:08:36,in,text
,2259,2014-09-15 21:08:37,in,text
,2259,2014-09-15 21:08:38,in,text
,40643,2014-09-15 21:54:40,in,text
,40643,2014-09-15 21:55:27,out,text
,40643,2014-09-15 22:02:48,in,text
,40643,2014-09-15 22:04:07,out,text
,40643,2014-09-15 22:37:29,in,text
,40643,2014-09-16 01:06:29,out,text
,40643,2014-09-16 01:13:41,in,text
,40643,2014-09-16 01:21:57,out,text
,40643,2014-09-16 01:26:20,in,text
,40643,2014-09-16 04:07:04,out,text
,40643,2014-09-16 06:04:37,in,text
,2259,2014-09-16 21:37:16,in,text
,2259,2014-09-16 21:37:19,in,text
,2259,2014-09-16 21:37:20,in,text
,68864,2014-09-17 02:30:33,in,text
,44609,2014-09-17 02:55:31,out,text
0,44609,2014-09-17 02:56:06,out,call
505,44610,2014-09-17 02:57:51,out,call
,39009,2014-09-17 03:04:04,out,text
,39009,2014-09-17 03:04:06,in,text
,68864,2014-09-17 03:36:19,out,text
,68864,2014-09-17 03:36:31,out,text
,68864,2014-09-17 03:46:54,in,text
,15825,2014-09-17 18:02:36,in,text
,15825,2014-09-17 18:02:37,in,text
,15825,2014-09-17 18:02:38,in,text
,40643,2014-09-17 19:54:48,out,text
,40643,2014-09-17 20:01:02,in,text
,40643,2014-09-17 20:05:14,out,text
,40643,2014-09-17 20:15:32,in,text
,40643,2014-09-17 20:16:04,out,text
,40643,2014-09-17 20:22:34,in,text
,40643,2014-09-17 20:25:46,out,text
,40643,2014-09-17 20:29:59,in,text
,40643,2014-09-17 20:32:13,out,text
,40643,2014-09-17 21:01:55,in,text
,15825,2014-09-17 22:03:02,out,text
,15825,2014-09-17 22:08:08,in,text
,2259,2014-09-18 20:03:44,in,text
,2259,2014-09-18 20:03:47,in,text
,2259,2014-09-18 20:04:51,out,text
,2259,2014-09-18 20:07:26,in,text
,2259,2014-09-18 20:13:15,out,text
,2259,2014-09-18 20:15:56,in,text
,2259,2014-09-18 20:21:26,in,text
,2259,2014-09-18 20:21:28,in,text
,2259,2014-09-18 20:21:29,in,text
,2259,2014-09-18 20:21:30,in,text
,2259,2014-09-18 22:41:42,in,text
,2259,2014-09-18 22:41:44,in,text
,2259,2014-09-18 22:41:45,in,text
,40643,2014-09-19 00:32:28,out,text
,40643,2014-09-19 00:32:46,out,text
,40643,2014-09-19 00:42:27,in,text
,40643,2014-09-19 00:47:35,out,text
,44185,2014-09-19 02:04:53,in,text
,44185,2014-09-19 02:15:36,in,text
,44185,2014-09-19 02:15:38,in,text
,44185,2014-09-19 02:15:55,in,text
,2259,2014-09-19 19:19:18,out,text
,2259,2014-09-19 19:30:36,in,text
,2259,2014-09-19 19:30:38,in,text
,2259,2014-09-19 19:30:39,in,text
,2259,2014-09-19 19:40:04,out,text
,2259,2014-09-19 19:43:08,in,text
,2259,2014-09-19 19:46:08,out,text
,2259,2014-09-19 19:49:04,in,text
,2259,2014-09-19 19:50:53,out,text
,2259,2014-09-19 19:53:27,in,text
0,44839,2014-09-20 01:58:19,out,call
,44839,2014-09-20 02:07:42,out,text
0,44870,2014-09-20 10:51:40,out,call
,2259,2014-09-20 18:21:41,in,text
,2259,2014-09-20 18:21:44,in,text
,2259,2014-09-20 18:21:45,in,text
,2259,2014-09-21 19:32:38,out,text
,2259,2014-09-21 19:37:59,in,text
,4583,2014-09-21 21:09:27,out,text
0,44870,2014-09-21 23:02:04,out,call
0,44982,2014-09-21 23:02:44,out,call
,4583,2014-09-21 23:07:56,in,text
,46213,2014-09-21 23:43:36,in,text
,68956,2014-09-22 00:41:42,out,text
,68956,2014-09-22 04:57:59,in,text
,68956,2014-09-22 05:05:43,out,text
,68956,2014-09-22 05:30:30,in,text
,68956,2014-09-22 05:33:48,out,text
,68956,2014-09-22 06:58:56,out,text
,4583,2014-09-23 07:01:23,in,text
,4583,2014-09-23 07:01:25,in,text
,4583,2014-09-23 07:01:26,in,text
,4583,2014-09-23 09:16:54,out,text
,2259,2014-09-23 18:39:26,in,text
,2259,2014-09-23 18:39:29,in,text
,2259,2014-09-23 18:39:30,in,text
,68864,2014-09-23 19:50:44,out,text
,68864,2014-09-23 19:50:57,out,text
,68864,2014-09-23 19:53:03,in,text
,68864,2014-09-23 19:53:34,out,text
